event_id_cnty,event_date,year,event_type,actor1,actor2,latitude,longitude,fatalities,dyad_name
UKR57645,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5668,33.6474,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57646,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.1394,37.7497,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR57701,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),46.6974,32.5526,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57642,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),47.9093,33.3933,3,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR57644,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5336,33.7212,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57687,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.1066,36.1211,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57668,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.4029,37.7328,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57695,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.4581,36.5186,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57661,12/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.9425,37.505,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57714,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9054,38.4353,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57660,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9903,37.8063,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57736,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),51.2224,34.2207,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57682,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.726,37.4014,3,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57681,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.2138,37.8797,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57683,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.1298,37.8594,3,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57712,12/05/2022 00:00,2022,Battles,NAF: United Armed Forces of Novorossiya,Military Forces of Ukraine (2019-),48.567,39.3171,5,NAF: United Armed Forces of Novorossiya - Military Forces of Ukraine (2019-)
UKR58931,12/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-) Air Force,48.6333,38.378,1,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-) Air Force
RUS8241,11/05/2022 00:00,2022,Explosions/Remote violence,Unidentified Military Forces,Civilians (Russia),50.5329,36.1698,1,Unidentified Military Forces - Civilians (Russia)
UKR57621,11/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.8894,36.3176,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57635,11/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.7149,35.5241,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57640,11/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.8525,36.1831,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57625,11/05/2022 00:00,2022,Violence against civilians,Military Forces of Russia (2000-),Civilians (Ukraine),46.6558,32.6178,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57597,11/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.968,37.5475,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57975,11/05/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),48.9259,38.2467,485,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57534,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.1394,37.7497,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57542,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.5333,37.7166,4,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57590,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5673,35.7858,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57592,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5763,35.8019,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57593,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.6919,35.6093,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57565,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.0824,36.3857,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57559,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.7106,37.6152,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57538,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9857,37.8625,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57568,10/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.9259,38.2467,80,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57544,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.9425,37.505,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57570,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.5695,38.5245,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57582,10/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),46.4639,30.7386,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR57511,09/05/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),48.9259,38.2467,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57522,09/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.9672,32.0183,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57483,09/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.968,37.5475,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57529,09/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5268,36.0004,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57429,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.3319,37.8358,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57434,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.2436,37.6097,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57447,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.7789,37.2481,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57453,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.2586,36.0848,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57410,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.3204,35.5179,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57452,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.1647,35.5277,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57455,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.8894,36.3176,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57415,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9495,37.6138,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57427,08/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-) Special Operations Detachment Azov,47.1298,37.571,3,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-) Special Operations Detachment Azov
UKR57472,08/05/2022 00:00,2022,Violence against civilians,Military Forces of Russia (2000-),Civilians (Ukraine),47.8479,35.1602,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57459,08/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.5669,30.6791,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57353,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.5956,37.9999,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR57392,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9998,38.3016,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57391,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.9259,38.2467,60,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR57382,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.7783,36.8153,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57360,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.5333,37.7166,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57379,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.8359,36.688,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57380,07/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),49.2088,37.2485,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57398,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.9672,32.0183,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57389,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.2799,35.9818,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57394,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.6719,38.56,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57407,07/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.4844,36.2536,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57388,07/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),49.0319,37.1253,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57408,07/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.7171,36.4891,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57308,06/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.1298,37.571,1,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57310,06/05/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),46.9672,32.0183,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57341,06/05/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.1298,37.8594,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57289,06/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9495,37.6138,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57292,06/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.3133,38.0416,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57346,06/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.6719,38.56,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57294,06/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.6639,36.2563,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57204,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),48.015,37.8014,32,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57225,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9054,38.4353,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57229,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.1298,37.571,6,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57240,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.7191,38.5695,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57245,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),,47.4844,36.2536,1,Military Forces of Russia (2000-) - 
UKR57220,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.8894,36.3176,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57255,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9467,38.4914,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57202,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.5869,37.8324,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57274,05/05/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.8479,35.1602,3,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57219,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.1079,36.273,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57206,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9495,37.6138,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57272,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.1298,37.8594,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57256,05/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.3435,37.942,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57222,05/05/2022 00:00,2022,Explosions/Remote violence,NAF: United Armed Forces of Novorossiya,Military Forces of Ukraine (2019-),48.567,39.3171,12,NAF: United Armed Forces of Novorossiya - Military Forces of Ukraine (2019-)
UKR57226,05/05/2022 00:00,2022,Violence against civilians,Military Forces of Russia (2000-),Civilians (Ukraine),50.293,36.151,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57177,04/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.6333,38.378,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57181,04/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),49.0908,37.7211,2,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57183,04/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),50.0761,36.7936,4,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57193,04/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.1298,37.8594,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57149,04/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.5988,38.5917,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR57195,04/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5169,33.2778,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57131,04/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.4606,36.8527,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57076,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),,49.9808,36.2527,1,Military Forces of Russia (2000-) - 
UKR57078,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.4966,33.2119,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57086,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9903,37.8063,5,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57087,03/05/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.1298,37.571,3,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57095,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5621,35.6972,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57104,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5673,35.7858,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57112,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.0908,37.7211,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57060,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.1394,37.7497,10,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57118,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.8453,36.8353,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57127,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-) Air Force,Military Forces of Russia (2000-) Navy,45.2549,30.2037,10,Military Forces of Ukraine (2019-) Air Force - Military Forces of Russia (2000-) Navy
UKR57120,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.7789,37.2481,4,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57125,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.6451,36.1696,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57074,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.6639,36.2563,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57061,03/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.9025,37.0189,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57062,03/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.1647,35.5277,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
RUS8243,03/05/2022 00:00,2022,Violence against civilians,Unidentified Armed Group (Russia),Civilians (Russia),55.4205,85.9216,1,Unidentified Armed Group (Russia) - Civilians (Russia)
UKR57029,02/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.5673,35.7858,2,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR57026,02/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.4639,30.7386,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57000,02/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9161,37.8541,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR57015,02/05/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.1298,37.571,5,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR57043,02/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.5682,38.6435,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR56961,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),47.5673,35.7858,2,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR56946,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9054,38.4353,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56966,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9166,36.1803,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56931,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.1647,35.5277,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56948,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.0635,36.1656,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56995,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.2799,35.9818,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56985,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.3197,33.3037,70,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR56970,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.6333,38.378,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56988,01/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.834,36.8146,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR56979,01/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),50.0761,36.7936,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR56973,01/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),49.0123,38.3797,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR56993,01/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.3294,37.5767,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR56969,01/05/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.6333,38.378,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR56944,01/05/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9903,37.8063,4,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56858,30/04/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.5956,37.9999,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56915,30/04/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.5682,38.6435,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR56926,30/04/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),45.2549,30.2037,42,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR56801,29/04/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9808,36.2527,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56808,29/04/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.567,39.3171,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR56814,29/04/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.1298,37.571,2,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR56821,29/04/2022 00:00,2022,Violence against civilians,Unidentified Armed Group (Ukraine),Civilians (Ukraine),48.9672,39.0028,1,Unidentified Armed Group (Ukraine) - Civilians (Ukraine)
UKR56826,29/04/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5673,35.7858,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56842,29/04/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.0908,37.7211,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56850,29/04/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.834,36.8146,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR56796,29/04/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9495,37.6138,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR56799,29/04/2022 00:00,2022,Violence against civilians,Military Forces of Russia (2000-),Civilians (Ukraine),49.3584,36.7971,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
