,id,year,dyad_name,longitude,latitude,country,country_id,side_a_new_id,side_a,side_b_new_id,side_b,deaths_total,event_civilian,event_relevant,boko_haram_involved,
230,42060,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13,11.5,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
231,42061,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13,11.5,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
232,42062,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
233,42063,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
234,42064,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
235,42065,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
236,42066,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
237,42067,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2,0,1,0,Yes
238,42068,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
239,42069,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,7.408,9.218,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
240,42070,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
241,42072,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
242,42073,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,7.533333,9.083333,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
243,42074,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,12.75758,11.15604,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
244,42075,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9.843273,10.313441,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,14,0,1,0,Yes
245,42076,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
246,42077,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,7.41115,11.93114,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,7,0,1,0,Yes
247,42078,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
248,42079,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
249,42080,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
250,42081,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
251,42082,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,6,0,1,0,Yes
252,42083,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
253,42084,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9.843273,10.313441,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
254,42085,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10.33529,10.26606,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2,0,1,0,Yes
255,42086,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,18,0,1,0,Yes
256,42087,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
257,42088,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
258,42089,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
259,42090,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
260,42091,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10.53785,12.13379,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
261,42092,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4.64605,12.40592,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
262,42093,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
263,42094,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,12.7399,10.16138,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,20,0,1,0,Yes
264,42095,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,12.566246,9.580717,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
265,42096,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10.46664,11.3137,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,5,0,1,0,Yes
266,42097,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
267,42098,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.60269,11.92543,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2,0,1,0,Yes
268,42099,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
269,42100,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
270,42101,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.9608,11.747,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,101,0,1,0,Yes
271,42102,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.16729,10.28969,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
272,42103,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.68279,10.41403,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
273,42104,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.9608,11.747,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
274,42105,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
275,42106,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,12.63067,11.83022,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
276,42107,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
277,42108,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.9304,12.897,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,6,0,1,0,Yes
278,42110,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
279,42111,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10.1948,11.6765,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,6,0,1,0,Yes
280,42112,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.513807,11.994354,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,7,0,1,0,Yes
281,42113,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,5.239018,13.060925,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
282,42114,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.9608,11.747,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,19,0,1,0,Yes
283,42115,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.0694,11.7091,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,7,0,1,0,Yes
284,42116,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,20,0,1,0,Yes
285,42117,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.9608,11.747,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
286,42118,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.9,9.916667,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
287,42120,2011,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.9608,11.747,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
288,45625,2013,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora,13.61727,12.57852,Nigeria,475,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4000,Yan Gora,24,0,1,0,Yes
289,45628,2013,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora,12.4952,13.09771,Nigeria,475,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4000,Yan Gora,6,0,1,0,Yes
290,45652,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.68558,11.5221,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,40,0,1,0,Yes
291,45681,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,14,0,1,0,Yes
292,45876,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.8293,12.36532,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
293,45881,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
294,45885,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.513807,11.994354,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
295,45890,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.513807,11.994354,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
296,45893,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.16729,10.28969,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
297,45894,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,12.75758,11.15604,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
298,45897,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
299,45906,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.53993,11.6967,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
300,45909,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.416667,11.25,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9,0,1,0,Yes
301,45910,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,12.76417,11.09826,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9,0,1,0,Yes
302,45947,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.68558,11.5221,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
303,45950,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2,0,1,0,Yes
304,45953,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
305,45965,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
306,45975,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.60792,12.67863,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,20,0,1,0,Yes
307,45977,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.712982,11.103593,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10,0,1,0,Yes
308,45984,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.712983,11.103593,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
309,45988,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,22,0,1,0,Yes
310,45990,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,32,0,1,0,Yes
311,46004,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.712982,11.103593,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
312,46014,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.513807,11.994354,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
313,46026,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
314,46038,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.513807,11.994354,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
315,46040,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,12.066667,8.433333,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
316,47844,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.9304,12.897,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
317,48358,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.513807,11.994354,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,15,0,1,0,Yes
318,48374,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.555642,11.947017,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,14,0,1,0,Yes
319,48430,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.7539,12.1076,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,9,0,1,0,Yes
320,48456,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.513807,11.994354,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,7,0,1,0,Yes
321,48465,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.82343,13.09466,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,183,0,1,0,Yes
322,48468,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.0482,12.871,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,25,0,1,0,Yes
323,48481,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.68558,11.5221,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,55,0,1,0,Yes
324,48515,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13,11.5,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
325,48516,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,8.31631,13.03594,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
326,48517,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10,0,1,0,Yes
327,48518,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.416667,11.25,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,20,0,1,0,Yes
328,48520,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.416667,11.25,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,21,0,1,0,Yes
329,51426,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,5,0,1,0,Yes
330,51435,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,5,0,1,0,Yes
331,51460,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.29155,11.89912,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
332,51461,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.29155,11.89912,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
333,51471,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.4286,11.6708,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,22,0,1,0,Yes
334,51476,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.2,9.3,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,0,0,1,0,Yes
335,51482,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,5.239018,13.060925,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,0,1,0,Yes
336,51484,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.160274,11.84644,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
337,51486,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,10.5744,12.5594,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,3,0,1,0,Yes
338,51493,2013,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Yan Gora,12.63067,11.83022,Nigeria,475,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4000,Yan Gora,5,0,1,0,Yes
339,51593,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.68558,11.5221,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,24,0,1,0,Yes
340,51594,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.3388,13.6734,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,27,0,1,0,Yes
341,60707,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.42133,11.65583,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,0,1,0,Yes
342,60708,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.40646,10.3498,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,5,0,1,0,Yes
343,60716,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,11.16729,10.28969,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,7,0,1,0,Yes
344,60722,2013,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,13.416667,11.25,Nigeria,475,84,Government of Nigeria,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,6,0,1,0,Yes
