"","id","year","date_start","longitude","latitude","dyad_name","side_a","side_b","deaths_total","event_relevant","event_civilians","al_shabaab_involved","al_shabaab_involved_txt"
"1",236544,2017,"2017-01-23 00:00:00.000",41.867011,3.936631,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"2",236551,2017,"2017-02-02 00:00:00.000",41.867011,3.936631,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"3",236562,2017,"2017-02-26 00:00:00.000",39.2,-4.133333,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"4",237028,2017,"2017-03-08 00:00:00.000",40.899148,-2.269248,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"5",237919,2017,"2017-05-15 00:00:00.000",41.867011,3.936631,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"6",238084,2017,"2017-05-16 00:00:00.000",40.954815,0.398519,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",4,1,0,1,"Yes"
"7",238116,2017,"2017-05-24 00:00:00.000",40.954815,0.398519,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"8",238121,2017,"2017-05-25 00:00:00.000",40.25,-0.5,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"9",238122,2017,"2017-05-29 00:00:00.000",39.416667,-1.533333,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"10",238126,2017,"2017-05-31 00:00:00.000",41.49081,-1.74544,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",8,1,0,1,"Yes"
"11",238880,2017,"2017-06-23 00:00:00.000",40.92966,2.811916,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"12",239520,2017,"2017-07-05 00:00:00.000",40.47781,-2.234716,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",6,1,0,1,"Yes"
"13",239555,2017,"2017-07-13 00:00:00.000",40.7,-2.216667,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",7,1,0,1,"Yes"
"14",240437,2017,"2017-08-03 00:00:00.000",41.18577,3.15106,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"15",240692,2017,"2017-08-18 00:00:00.000",39.666667,-4.05,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"16",240725,2017,"2017-08-28 00:00:00.000",41.32564,3.15972,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"17",241601,2017,"2017-09-03 00:00:00.000",39.56404,-4.2929,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"18",241901,2017,"2017-09-11 00:00:00.000",40.783333,-2.033333,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"19",244673,2017,"2017-10-09 00:00:00.000",40.71624,-1.85991,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"20",244752,2017,"2017-10-24 00:00:00.000",41.302693,-1.703092,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",4,1,0,1,"Yes"
"21",244894,2017,"2017-11-02 00:00:00.000",40.436929,-2.389545,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"22",247609,2017,"2017-11-25 00:00:00.000",41.33483,-1.717327,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"23",247620,2017,"2017-11-28 00:00:00.000",40.32987,-2.32817,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"24",249874,2017,"2017-12-08 00:00:00.000",39.661606,-4.083936,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"25",250179,2017,"2017-12-31 00:00:00.000",41.332526,-1.538027,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"26",250182,2018,"2018-01-02 00:00:00.000",40.714759,2.618802,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"27",253705,2018,"2018-01-13 00:00:00.000",40.32987,-2.32817,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"28",254829,2018,"2018-01-14 00:00:00.000",40.92966,2.811916,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"29",253765,2018,"2018-01-27 00:00:00.000",40.25,-0.5,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"30",253791,2018,"2018-02-08 00:00:00.000",40.591054,2.460268,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"31",253807,2018,"2018-02-14 00:00:00.000",41.283333,-1.35,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"32",253808,2018,"2018-02-14 00:00:00.000",41.04134,3.419915,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"33",253813,2018,"2018-02-16 00:00:00.000",38.6662,1.06725,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"34",253865,2018,"2018-03-02 00:00:00.000",41.418119,3.375578,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",6,1,0,1,"Yes"
"35",258382,2018,"2018-06-06 00:00:00.000",40.954815,0.398519,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"36",258510,2018,"2018-06-17 00:00:00.000",40.5283,2.6601,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",8,1,0,1,"Yes"
"37",260039,2018,"2018-07-26 00:00:00.000",40.7,-2.216667,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"38",261979,2018,"2018-08-08 00:00:00.000",40.71624,-1.85991,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"39",262181,2018,"2018-08-13 00:00:00.000",41.867011,3.936631,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"40",265445,2018,"2018-08-29 00:00:00.000",41.423179,-1.731713,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"41",262213,2018,"2018-08-29 00:00:00.000",41.423179,-1.731713,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"42",266030,2018,"2018-09-24 00:00:00.000",40.47781,-2.234716,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",10,1,0,1,"Yes"
"43",272012,2018,"2018-11-18 00:00:00.000",40.513261,-1.597836,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"44",277192,2019,"2019-01-15 00:00:00.000",36.816667,-1.283333,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"45",285526,2019,"2019-04-12 00:00:00.000",41.867011,3.936631,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"46",289994,2019,"2019-06-03 00:00:00.000",41.418119,3.375578,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"47",317728,2019,"2019-06-05 00:00:00.000",40.894576,3.323011,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"48",290021,2019,"2019-06-15 00:00:00.000",40.9073,2.0193,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",8,1,0,1,"Yes"
"49",319518,2019,"2019-06-15 00:00:00.000",40.726407,-1.63063,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"50",319519,2019,"2019-06-15 00:00:00.000",41.49081,-1.74544,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"51",290221,2019,"2019-06-21 00:00:00.000",40.409067,-0.779871,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"52",293120,2019,"2019-07-15 00:00:00.000",41.49081,-1.74544,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"53",293179,2019,"2019-07-20 00:00:00.000",41.530707,-1.688469,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"54",299846,2019,"2019-08-15 00:00:00.000",41.418119,3.375578,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"55",299931,2019,"2019-08-30 00:00:00.000",39.613889,-4.130278,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"56",307067,2019,"2019-09-10 00:00:00.000",40.92966,2.811916,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",5,1,0,1,"Yes"
"57",307552,2019,"2019-10-01 00:00:00.000",39.661606,-4.083936,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"58",322375,2019,"2019-12-06 00:00:00.000",40.3616,2.31,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",11,1,0,1,"Yes"
"59",322827,2020,"2020-01-02 00:00:00.000",40.32987,-2.32817,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",4,1,0,1,"Yes"
"60",322833,2020,"2020-01-05 00:00:00.000",40.8988,-2.1557,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",8,1,0,1,"Yes"
"61",322837,2020,"2020-01-05 00:00:00.000",41.33483,-1.717327,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"62",326601,2020,"2020-01-07 00:00:00.000",40.135564,-0.025375,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",6,1,0,1,"Yes"
"63",333737,2020,"2020-02-05 00:00:00.000",40.967814,-0.896324,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"64",333738,2020,"2020-02-11 00:00:00.000",40.409067,-0.779871,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"65",336180,2020,"2020-03-06 00:00:00.000",40.25,-0.5,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"66",336201,2020,"2020-03-11 00:00:00.000",41.867011,3.936631,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"67",380839,2020,"2020-03-13 00:00:00.000",40.19336,-1.95397,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",6,1,0,1,"Yes"
"68",380841,2020,"2020-03-14 00:00:00.000",40.375614,0.009522,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"69",380843,2020,"2020-03-14 00:00:00.000",40.45918,-0.032385,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"70",336284,2020,"2020-03-15 00:00:00.000",40.967814,-0.896324,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",2,1,0,1,"Yes"
"71",336291,2020,"2020-03-18 00:00:00.000",40.71905,-2.07837,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",12,1,0,1,"Yes"
"72",339284,2020,"2020-04-13 00:00:00.000",40.75271,2.20308,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",6,1,0,1,"Yes"
"73",339282,2020,"2020-04-13 00:00:00.000",40.75271,2.20308,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",4,1,0,1,"Yes"
"74",339340,2020,"2020-04-24 00:00:00.000",39.666667,-4.05,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"75",339525,2020,"2020-04-24 00:00:00.000",39.7,-3.166667,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"76",339341,2020,"2020-04-26 00:00:00.000",39.567647,-4.299547,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"77",343470,2020,"2020-05-16 00:00:00.000",40.75271,2.20308,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"78",342981,2020,"2020-05-29 00:00:00.000",39.56404,-4.2929,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"79",345937,2020,"2020-06-14 00:00:00.000",40.894576,3.323011,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"80",348466,2020,"2020-07-13 00:00:00.000",41.867011,3.936631,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"81",358416,2020,"2020-09-10 00:00:00.000",40.913507,-0.563304,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",3,1,0,1,"Yes"
"82",358495,2020,"2020-09-21 00:00:00.000",41.283172,3.107394,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",6,1,0,1,"Yes"
"83",382056,2020,"2020-11-03 00:00:00.000",41.71667,3.79381,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"84",370659,2020,"2020-11-13 00:00:00.000",41.867011,3.936631,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"85",370526,2020,"2020-12-02 00:00:00.000",40.580336,-0.435067,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",1,1,0,1,"Yes"
"86",374276,2020,"2020-12-27 00:00:00.000",41.33483,-1.717327,"Government of Kenya - Al-Shabaab","Government of Kenya","Al-Shabaab",4,1,0,1,"Yes"
"87",236429,2017,"2017-01-02 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"88",233931,2017,"2017-01-02 00:00:00.000",45.306422,2.016353,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",5,1,0,1,"Yes"
"89",234115,2017,"2017-01-02 00:00:00.000",42.544206,3.796513,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"90",236431,2017,"2017-01-07 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",4,1,0,1,"Yes"
"91",240898,2017,"2017-01-15 00:00:00.000",49.1825,11.284722,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"92",236433,2017,"2017-01-15 00:00:00.000",42.928669,2.42142,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",4,1,0,1,"Yes"
"93",236434,2017,"2017-01-16 00:00:00.000",49.06121,10.56689,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",7,1,0,1,"Yes"
"94",236441,2017,"2017-01-20 00:00:00.000",45.116667,2.15,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",8,1,0,1,"Yes"
"95",239304,2017,"2017-01-21 00:00:00.000",43.400299,3.42494,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"96",236442,2017,"2017-01-21 00:00:00.000",45.516667,2.766667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"97",239310,2017,"2017-01-22 00:00:00.000",45.759266,3.207197,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",4,1,0,1,"Yes"
"98",236444,2017,"2017-01-23 00:00:00.000",44.083333,2.783333,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"99",236445,2017,"2017-01-24 00:00:00.000",41.500469,-1.03537,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",7,1,0,1,"Yes"
"100",236443,2017,"2017-01-24 00:00:00.000",45.116667,2.15,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",5,1,0,1,"Yes"
"101",236447,2017,"2017-01-25 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",28,1,0,1,"Yes"
"102",236448,2017,"2017-01-25 00:00:00.000",45.116667,2.15,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",9,1,0,1,"Yes"
"103",236548,2017,"2017-01-27 00:00:00.000",41.221771,-1.1327,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"104",236449,2017,"2017-01-27 00:00:00.000",41.221771,-1.1327,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",73,1,0,1,"Yes"
"105",236450,2017,"2017-01-29 00:00:00.000",42.285637,2.338564,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"106",236452,2017,"2017-01-30 00:00:00.000",44.533333,1.783333,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"107",236453,2017,"2017-01-30 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"108",240897,2017,"2017-01-31 00:00:00.000",43.9,4.116667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"109",236455,2017,"2017-02-01 00:00:00.000",47.8575,4.6544,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"110",240915,2017,"2017-02-07 00:00:00.000",45.533333,2.966667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"111",236461,2017,"2017-02-07 00:00:00.000",45.327782,2.81111,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",4,1,0,1,"Yes"
"112",240916,2017,"2017-02-08 00:00:00.000",41.017705,2.735179,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"113",240917,2017,"2017-02-12 00:00:00.000",44.9,2.616667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",4,1,0,1,"Yes"
"114",236465,2017,"2017-02-12 00:00:00.000",45.01587,2.39634,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",10,1,0,1,"Yes"
"115",236468,2017,"2017-02-16 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"116",236480,2017,"2017-02-17 00:00:00.000",42,3,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"117",236475,2017,"2017-02-18 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"118",236479,2017,"2017-02-19 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",39,1,0,1,"Yes"
"119",236482,2017,"2017-02-26 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"120",236483,2017,"2017-02-27 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"121",236484,2017,"2017-02-28 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"122",237020,2017,"2017-03-01 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"123",237023,2017,"2017-03-02 00:00:00.000",45.533333,2.966667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"124",241124,2017,"2017-03-04 00:00:00.000",44.083333,2.783333,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"125",237029,2017,"2017-03-09 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"126",237037,2017,"2017-03-13 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"127",237036,2017,"2017-03-13 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",13,1,0,1,"Yes"
"128",237046,2017,"2017-03-15 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"129",237047,2017,"2017-03-17 00:00:00.000",42.545365,-0.358173,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",6,1,0,1,"Yes"
"130",237048,2017,"2017-03-18 00:00:00.000",43,2.866667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",7,1,0,1,"Yes"
"131",237050,2017,"2017-03-21 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",11,1,0,1,"Yes"
"132",237052,2017,"2017-03-22 00:00:00.000",44.030278,1.113333,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",10,1,0,1,"Yes"
"133",237053,2017,"2017-03-24 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"134",237055,2017,"2017-03-25 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"135",237065,2017,"2017-03-27 00:00:00.000",41.4965,-1.0332,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",31,1,0,1,"Yes"
"136",237067,2017,"2017-03-27 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"137",237370,2017,"2017-04-01 00:00:00.000",45.116667,2.15,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",4,1,0,1,"Yes"
"138",237372,2017,"2017-04-05 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",9,1,0,1,"Yes"
"139",237401,2017,"2017-04-06 00:00:00.000",44.57828,1.65667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",14,1,0,1,"Yes"
"140",237408,2017,"2017-04-07 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"141",237413,2017,"2017-04-08 00:00:00.000",41.973869,-1.03294,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"142",237414,2017,"2017-04-09 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",10,1,0,1,"Yes"
"143",237415,2017,"2017-04-10 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",6,1,0,1,"Yes"
"144",237416,2017,"2017-04-10 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"145",237422,2017,"2017-04-16 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"146",241823,2017,"2017-04-18 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",5,1,0,1,"Yes"
"147",241187,2017,"2017-04-21 00:00:00.000",46.083333,4.383333,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",5,1,0,1,"Yes"
"148",237428,2017,"2017-04-23 00:00:00.000",49.1825,11.284722,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",9,1,0,1,"Yes"
"149",237457,2017,"2017-04-24 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"150",237436,2017,"2017-04-25 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"151",237437,2017,"2017-04-25 00:00:00.000",47.430833,6.769722,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"152",237459,2017,"2017-04-25 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"153",237460,2017,"2017-04-27 00:00:00.000",42.545365,-0.358173,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"154",237472,2017,"2017-04-28 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"155",237893,2017,"2017-05-03 00:00:00.000",45.116667,2.15,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"156",237894,2017,"2017-05-03 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"157",237897,2017,"2017-05-04 00:00:00.000",44.95887,2.11698,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",7,1,0,1,"Yes"
"158",237901,2017,"2017-05-08 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",7,1,0,1,"Yes"
"159",241171,2017,"2017-05-08 00:00:00.000",44.89832,2.04707,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",4,1,0,1,"Yes"
"160",237900,2017,"2017-05-08 00:00:00.000",44.683333,1.7,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"161",237902,2017,"2017-05-09 00:00:00.000",43.473148,3.31817,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",7,1,0,1,"Yes"
"162",237903,2017,"2017-05-09 00:00:00.000",43.5,3,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",6,1,0,1,"Yes"
"163",237905,2017,"2017-05-12 00:00:00.000",42.545365,-0.358173,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"164",237944,2017,"2017-05-17 00:00:00.000",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",6,1,0,1,"Yes"
"165",237958,2017,"2017-05-22 00:00:00.000",43.304103,3.191222,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",5,1,0,1,"Yes"
