"","id","year","date_start","longitude","latitude","dyad_name","side_a","side_b","deaths_total","event_relevant","event_civilians","al_shabaab_involved","al_shabaab_involved_txt"
"4001",228353,2016,"2016-02-29",45.054779,2.05368,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"4002",228354,2016,"2016-03-01",47.9515,4.4802,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",5,1,0,1,"Yes"
"4003",228355,2016,"2016-03-01",42.19793,-0.49016,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",7,1,0,1,"Yes"
"4004",228356,2016,"2016-03-03",43.9,4.116667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",6,1,0,1,"Yes"
"4005",228408,2016,"2016-03-05",45.05592,3.55507,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",150,1,0,1,"Yes"
"4006",228410,2016,"2016-03-09",45.366667,2.066667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",3,1,0,1,"Yes"
"4007",228411,2016,"2016-03-09",42.545365,-0.358173,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",6,1,0,1,"Yes"
"4008",228412,2016,"2016-03-08",44.833333,1.983333,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",11,1,0,1,"Yes"
"4009",228415,2016,"2016-03-09",45.852379,3.105424,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",5,1,0,1,"Yes"
"4010",228419,2016,"2016-03-12",45.30225,4.52679,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",2,1,0,1,"Yes"
"4011",228422,2016,"2016-03-13",44.533333,1.783333,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",10,1,0,1,"Yes"
"4012",228424,2016,"2016-03-13",42.285637,2.338564,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
"4013",228425,2016,"2016-03-12",43,2.866667,"Government of Somalia - Al-Shabaab","Government of Somalia","Al-Shabaab",1,1,0,1,"Yes"
