"","id","year","date_start","longitude","latitude","dyad_name","side_a","side_b","deaths_total","event_relevant","event_civilians","farc_eln_involved"
"2022",221465,1996,"1996-04-13",-73,5.666667,"Government of Colombia - FARC","Government of Colombia","FARC",17,1,0,"FARC"
"2023",221466,1996,"1996-03-30",-70.27472,4.06583,"Government of Colombia - FARC","Government of Colombia","FARC",25,1,0,"FARC"
"2024",221467,1996,"1996-04-10",-71.2566,6.323104,"Government of Colombia - ELN","Government of Colombia","ELN",4,1,0,"ELN"
"2025",221472,1996,"1996-04-08",-73,8,"Government of Colombia - ELN","Government of Colombia","ELN",7,1,0,"ELN"
"2026",221473,1997,"1997-03-10",-71.87523,6.953758,"Government of Colombia - ELN","Government of Colombia","ELN",3,1,0,"ELN"
"2027",221480,1996,"1996-04-13",-73,8,"Government of Colombia - ELN","Government of Colombia","ELN",7,1,0,"ELN"
"2028",221482,1996,"1996-04-16",-75.563591,6.25184,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"2029",221483,1996,"1996-04-17",-74.354969,3.240895,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"2030",221484,1996,"1996-04-15",-78,1.5,"Government of Colombia - FARC","Government of Colombia","FARC",31,1,0,"FARC"
"2031",221487,1996,"1996-04-25",-75.584534,1.194229,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"2032",221488,1996,"1996-05-05",-75.05,2.83333,"Government of Colombia - FARC","Government of Colombia","FARC",6,1,0,"FARC"
"2033",221490,1997,"1997-03-11",-77,6,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"2034",221497,1996,"1996-05-27",-73,3.5,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"2035",221498,1996,"1996-05-29",-71.435129,5.251322,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"2036",221500,1996,"1996-09-09",-73.416667,6.833333,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"2037",221501,1996,"1996-05-30",-74.062827,4.649178,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
