"","id","year","date_start","longitude","latitude","dyad_name","side_a","side_b","deaths_total","event_relevant","event_civilians","farc_eln_involved"
"1",442334,2022,"2022-06-08 00:00:00.000",-74.333333,9,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"2",444862,2022,"2022-07-21 00:00:00.000",-73.166667,8.75,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"3",427136,2022,"2022-01-25 00:00:00.000",-76.833333,2.5,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",1,1,0,"FARC"
"4",428793,2022,"2022-02-10 00:00:00.000",-73.70687,3.54625,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",2,1,0,"FARC"
"5",430199,2022,"2022-02-24 00:00:00.000",-70.965,6.41889,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",23,1,0,"FARC"
"6",452123,2022,"2022-03-20 00:00:00.000",-77,2.5,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",1,1,0,"FARC"
"7",434285,2022,"2022-03-26 00:00:00.000",-74.062827,4.649178,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",2,1,0,"FARC"
"8",434286,2022,"2022-03-29 00:00:00.000",-74.062827,4.649178,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",1,1,0,"FARC"
"9",437288,2022,"2022-04-13 00:00:00.000",-73,3.5,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",4,1,0,"FARC"
"10",437289,2022,"2022-04-29 00:00:00.000",-71.1,6.280477,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",6,1,0,"FARC"
"11",437861,2022,"2022-05-01 00:00:00.000",-71.1,6.280477,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",6,1,0,"FARC"
"12",442330,2022,"2022-06-10 00:00:00.000",-75.333333,6.45,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",1,1,0,"FARC"
"13",442316,2022,"2022-06-13 00:00:00.000",-76.80702,2.90569,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",1,1,0,"FARC"
"14",444106,2022,"2022-07-08 00:00:00.000",-74.788889,2.1525,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",10,1,0,"FARC"
"15",447982,2022,"2022-09-02 00:00:00.000",-75.484771,3.081749,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",7,1,0,"FARC"
"16",457876,2022,"2022-12-06 00:00:00.000",-76.642748,3.015033,"Government of Colombia - FARC - Mordisco","Government of Colombia","FARC - Mordisco",6,1,0,"FARC"
"17",425372,2022,"2022-01-03 00:00:00.000",-71.78389,6.39833,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",9,1,0,"FARC and ELN"
"18",425396,2022,"2022-01-03 00:00:00.000",-71.856667,6.746111,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",5,1,0,"FARC and ELN"
"19",425397,2022,"2022-01-03 00:00:00.000",-71.853333,6.920556,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",10,1,0,"FARC and ELN"
"20",427129,2022,"2022-01-20 00:00:00.000",-71.87523,6.953758,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",1,1,0,"FARC and ELN"
"21",451394,2022,"2022-01-25 00:00:00.000",-77.583333,2.75,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",3,1,0,"FARC and ELN"
"22",451411,2022,"2022-01-28 00:00:00.000",-77.6,2.416667,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",5,1,0,"FARC and ELN"
"23",451414,2022,"2022-01-30 00:00:00.000",-71.853333,6.920556,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",1,1,0,"FARC and ELN"
"24",452221,2022,"2022-06-20 00:00:00.000",-71.78389,6.39833,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",1,1,0,"FARC and ELN"
"25",453698,2022,"2022-10-20 00:00:00.000",-77.03545,3.86425,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",1,1,0,"FARC and ELN"
"26",434769,2022,"2022-01-28 00:00:00.000",-67.45563,6.20626,"FARC - Mordisco  - ELN","FARC - Mordisco","ELN",2,1,0,"FARC and ELN"
"27",83870,2008,"2008-01-01",-76.874753,2.500739,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"28",115492,2005,"2005-05-01",-75.5,7,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"29",115493,2005,"2005-05-02",-75.25,6,"Government of Colombia - ELN","Government of Colombia","ELN",4,1,0,"ELN"
"30",115509,2005,"2005-05-09",-75.083333,7.166667,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"31",115511,2005,"2005-02-02",-75.392396,1.211122,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"32",115512,2005,"2005-03-21",-73.833333,4.583333,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"33",115513,2005,"2005-05-08",-75.333333,10.35,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"34",115514,2005,"2005-06-14",-74.495688,9.445719,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"35",115515,2005,"2005-08-07",-76.262747,3.173011,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"36",115516,2005,"2005-10-15",-76.25,7,"Government of Colombia - FARC","Government of Colombia","FARC",6,1,0,"FARC"
"37",115517,2005,"2005-12-25",-76.25,7,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"38",115518,2007,"2007-01-14",-76.500748,0.513278,"Government of Colombia - FARC","Government of Colombia","FARC",5,1,0,"FARC"
"39",115519,2008,"2008-06-05",-75.666667,4.25,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"40",115520,2010,"2010-05-02",-76.833333,2.5,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"41",115848,2008,"2008-06-23",-76.483165,2.797395,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"42",115849,2008,"2008-06-23",-75.233726,2.863526,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"43",115851,2010,"2010-05-09",-75.281885,2.927299,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"44",115854,2010,"2010-05-24",-75.25,4,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"45",115856,2005,"2005-08-10",-76.886278,6.578911,"Government of Colombia - FARC","Government of Colombia","FARC",15,1,0,"FARC"
"46",115857,2005,"2005-06-15",-75.671667,7.888056,"Government of Colombia - FARC","Government of Colombia","FARC",5,1,0,"FARC"
"47",115858,2005,"2005-06-17",-74.333333,9.833333,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"48",115859,2005,"2005-10-16",-76,5.416667,"Government of Colombia - FARC","Government of Colombia","FARC",5,1,0,"FARC"
"49",115860,2005,"2005-10-16",-73.083333,8.5,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"50",115861,2005,"2005-12-25",-76.333333,6.666667,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"51",115862,2005,"2005-12-27",-73.208333,2.938333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"52",115863,2005,"2005-12-27",-73.532116,2.904073,"Government of Colombia - FARC","Government of Colombia","FARC",34,1,0,"FARC"
"53",115864,2005,"2005-12-29",-75.10834,1.661137,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"54",115865,2005,"2005-05-08",-74.099383,3.155578,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"55",115866,2005,"2005-05-09",-73.916667,10.416667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"56",115869,2005,"2005-10-17",-76.166667,3.75,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"57",115870,2005,"2005-10-17",-73.95,6.313333,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"58",115871,2007,"2007-02-12",-73.922554,7.477544,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"59",115872,2005,"2005-02-05",-75.333333,4.25,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"60",115873,2005,"2005-02-05",-76,7.25,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"61",115874,2005,"2005-08-10",-75.166667,9.5,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"62",115875,2005,"2005-08-11",-74.083333,10.833333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"63",115876,2005,"2005-05-10",-72.833333,7.8,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"64",115878,2006,"2006-08-27",-73.6166,8.308442,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"65",115879,2005,"2005-02-03",-75.333333,5.916667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"66",115880,2005,"2005-02-05",-75.75,3.25,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"67",115881,2005,"2005-05-10",-74.083333,10.833333,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"68",115882,2005,"2005-05-14",-75.133333,6.166667,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"69",115883,2005,"2005-03-21",-74.68248,4.83077,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"70",115884,2007,"2007-02-13",-76.19536,4.084656,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"71",115885,2007,"2007-04-18",-71,6.666667,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"72",115886,2005,"2005-03-21",-73.083333,8.5,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"73",115887,2005,"2005-05-08",-74.099383,3.155578,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"74",115888,2005,"2005-05-08",-72.041898,1.309798,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"75",115894,2005,"2005-06-15",-74.099383,3.155578,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"76",115895,2005,"2005-06-15",-75.2,10.35,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"77",115910,2005,"2005-05-15",-73.21746,9.74288,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"78",115911,2006,"2006-08-27",-73.5,9.333333,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"79",115912,2005,"2005-02-05",-75.106,5.968,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"80",115913,2005,"2005-03-21",-75.416667,5.75,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"81",115914,2005,"2005-05-09",-76.25,7,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"82",115915,2005,"2005-06-17",-75,5.75,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"83",115916,2005,"2005-08-12",-75.166667,9.75,"Government of Colombia - FARC","Government of Colombia","FARC",7,1,0,"FARC"
"84",115917,2005,"2005-10-17",-70.6085,1.91024,"Government of Colombia - FARC","Government of Colombia","FARC",11,1,0,"FARC"
"85",115919,2007,"2007-04-19",-76.5225,3.437222,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"86",115920,2008,"2008-07-18",-75.992778,2.654722,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"87",115921,2010,"2010-05-24",-75.381776,3.591466,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"88",116184,2006,"2006-10-31",-73.241389,8.216389,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"89",116185,2006,"2006-11-11",-76.208333,4.035833,"Government of Colombia - ELN","Government of Colombia","ELN",3,1,0,"ELN"
"90",116192,2005,"2005-02-08",-76.166667,3.666667,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"91",116193,2005,"2005-02-08",-74,10.583333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"92",116194,2005,"2005-02-09",-76.5,7.333333,"Government of Colombia - FARC","Government of Colombia","FARC",28,1,0,"FARC"
"93",116195,2005,"2005-02-11",-76.5,7.333333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"94",116203,2005,"2005-03-22",-73.416667,7.416667,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"95",116204,2005,"2005-03-23",-74.766667,-0.2,"Government of Colombia - FARC","Government of Colombia","FARC",10,1,0,"FARC"
"96",116211,2008,"2008-07-24",-71.428056,7.029167,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"97",116215,2005,"2005-05-09",-69.5,5,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"98",116216,2005,"2005-05-10",-75.5,7,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"99",116219,2007,"2007-05-21",-74.333333,9,"Government of Colombia - FARC","Government of Colombia","FARC",6,1,0,"FARC"
"100",116220,2007,"2007-05-24",-76.919167,0.4525,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"101",116222,2005,"2005-06-18",-74.416667,7,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"102",116225,2005,"2005-08-12",-76.2,3.166667,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"103",116226,2005,"2005-08-14",-76.416667,6.333333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"104",116227,2005,"2005-08-17",-75.25,4.5,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"105",116228,2005,"2005-08-20",-75.166667,9.75,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"106",116231,2005,"2005-10-18",-74.083333,10.833333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"107",116234,2005,"2005-05-15",-73.583333,10.416667,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"108",116235,2005,"2005-05-15",-74.30626,8.47801,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"109",116236,2005,"2005-05-16",-72.25,7.3,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"110",116260,2005,"2005-05-21",-75,6,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"111",116261,2009,"2009-05-16",-72.109167,6.998889,"Government of Colombia - ELN","Government of Colombia","ELN",3,1,0,"ELN"
"112",116264,2005,"2005-02-12",-73.416667,7.416667,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"113",116265,2005,"2005-03-23",-75.392396,1.211122,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"114",116266,2005,"2005-05-10",-71,6.666667,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"115",116267,2005,"2005-06-19",-75,3.166667,"Government of Colombia - FARC","Government of Colombia","FARC",6,1,0,"FARC"
"116",116268,2005,"2005-08-20",-73.083333,8.5,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"117",116271,2005,"2005-10-23",-73.916667,10.416667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"118",116274,2007,"2007-05-27",-77.203219,1.327756,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"119",116276,2008,"2008-07-28",-76.234804,3.322297,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"120",116279,2010,"2010-05-30",-73.751561,3.124283,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"121",118362,2007,"2007-06-18",-75,5.75,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"122",118368,2008,"2008-07-28",-75.417376,6.963208,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"123",118369,2008,"2008-07-28",-78,1.5,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"124",118376,2005,"2005-02-14",-76.134201,6.315197,"Government of Colombia - FARC","Government of Colombia","FARC",7,1,0,"FARC"
"125",118377,2005,"2005-02-15",-73.751561,3.124283,"Government of Colombia - FARC","Government of Colombia","FARC",25,1,0,"FARC"
"126",118381,2005,"2005-03-23",-78.166667,1.166667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"127",118382,2005,"2005-03-23",-73,8,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"128",118383,2005,"2005-03-28",-74.416667,7,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"129",118384,2005,"2005-03-31",-75.25,2.583333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"130",118387,2005,"2005-05-10",-75.25,4,"Government of Colombia - FARC","Government of Colombia","FARC",9,1,0,"FARC"
"131",118391,2005,"2005-06-20",-72.716667,8.633333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"132",118392,2005,"2005-06-21",-72.716667,8.633333,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"133",118393,2005,"2005-06-22",-72.716667,8.633333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"134",118394,2005,"2005-06-23",-75.671667,7.888056,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"135",118397,2005,"2005-08-20",-75,5.75,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"136",118398,2005,"2005-08-21",-73.208333,2.938333,"Government of Colombia - FARC","Government of Colombia","FARC",5,1,0,"FARC"
"137",118399,2005,"2005-08-23",-73.083333,10.833333,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"138",118400,2005,"2005-08-25",-77.583333,1.166667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"139",118404,2010,"2010-05-30",-75.333333,10.45,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"140",118405,2010,"2010-06-02",-76.833333,2.5,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"141",118413,2005,"2005-10-23",-73.25,9.916667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"142",118425,2005,"2005-05-29",-75.333333,5.266667,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"143",118426,2005,"2005-05-29",-75.133333,6.166667,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"144",118430,2010,"2010-09-01",-77.848901,1.137396,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"145",118451,2005,"2005-05-29",-74,10.583333,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"146",118452,2010,"2010-09-05",-74.80858,7.592724,"Government of Colombia - ELN","Government of Colombia","ELN",5,1,0,"ELN"
"147",118455,2005,"2005-02-17",-75.766667,4.316667,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"148",118458,2005,"2005-04-02",-75.5,3.91667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"149",118459,2005,"2005-05-11",-75.671667,7.888056,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"150",118460,2005,"2005-06-24",-75,6.3,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"151",118461,2005,"2005-08-28",-77.25,2.266667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"152",118467,2005,"2005-10-23",-74.283333,4.333333,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"153",118469,2007,"2007-06-18",-75.333333,5.266667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"154",118472,2008,"2008-07-29",-71,6.666667,"Government of Colombia - FARC","Government of Colombia","FARC",10,1,0,"FARC"
"155",118473,2010,"2010-06-18",-78.815556,1.798611,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"156",118996,2005,"2005-05-12",-75.75,3.25,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"157",118997,2005,"2005-05-12",-73.583333,10.416667,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"158",119005,2005,"2005-06-25",-73,8.083333,"Government of Colombia - FARC","Government of Colombia","FARC",6,1,0,"FARC"
"159",119006,2005,"2005-06-25",-76.34227,0.46155,"Government of Colombia - FARC","Government of Colombia","FARC",24,1,0,"FARC"
"160",119007,2005,"2005-06-26",-73,8.083333,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"161",119008,2005,"2005-06-26",-74.24468,7.31272,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"162",119011,2005,"2005-08-28",-72.716667,8.633333,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"163",119012,2005,"2005-08-28",-75.5,7,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"164",119013,2005,"2005-09-04",-75.083333,5.5,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"165",119014,2005,"2005-09-06",-75.583333,4.083333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"166",119020,2005,"2005-10-23",-75.25,2.583333,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"167",119021,2005,"2005-10-23",-75,6.3,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"168",119022,2005,"2005-10-23",-75.106,5.968,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"169",119023,2005,"2005-10-24",-76.910833,0.343611,"Government of Colombia - FARC","Government of Colombia","FARC",5,1,0,"FARC"
"170",119026,2005,"2005-01-01",-75.666667,5.666667,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"171",119027,2005,"2005-01-04",-75,5.75,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"172",119036,2005,"2005-01-08",-75.416667,5.75,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"173",119037,2005,"2005-01-22",-72.92481,5.97631,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"174",119038,2005,"2005-01-23",-73.916667,11.083333,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"175",119039,2005,"2005-01-23",-75.75,4.833333,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"176",119040,2005,"2005-01-26",-75.5,5,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"177",119041,2005,"2005-05-29",-72.5,5.25,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"178",119042,2005,"2005-05-30",-75.166667,9.5,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"179",119043,2005,"2005-05-30",-74.083333,10.833333,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"180",119044,2005,"2005-06-06",-74.083333,10.833333,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"181",119046,2007,"2007-05-24",-73.542738,9.199918,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"182",119047,2007,"2007-11-18",-72.5,11.5,"Government of Colombia - ELN","Government of Colombia","ELN",3,1,0,"ELN"
"183",119049,2007,"2007-12-24",-74.27588,7.6976,"Government of Colombia - ELN","Government of Colombia","ELN",6,1,0,"ELN"
"184",119050,2008,"2008-01-26",-75.563591,6.25184,"Government of Colombia - ELN","Government of Colombia","ELN",4,1,0,"ELN"
"185",119051,2008,"2008-04-27",-70.756667,7.085,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"186",119052,2008,"2008-07-13",-75.5,7,"Government of Colombia - ELN","Government of Colombia","ELN",5,1,0,"ELN"
"187",119053,2009,"2009-03-20",-75.062317,4.921795,"Government of Colombia - ELN","Government of Colombia","ELN",1,1,0,"ELN"
"188",119055,2008,"2008-09-24",-71.428056,7.029167,"Government of Colombia - ELN","Government of Colombia","ELN",6,1,0,"ELN"
"189",119056,2010,"2010-11-07",-73,8,"Government of Colombia - ELN","Government of Colombia","ELN",3,1,0,"ELN"
"190",119057,2008,"2008-12-05",-71.771699,6.792768,"Government of Colombia - ELN","Government of Colombia","ELN",9,1,0,"ELN"
"191",119058,2009,"2009-04-18",-78,1.5,"Government of Colombia - ELN","Government of Colombia","ELN",2,1,0,"ELN"
"192",119059,2009,"2009-05-17",-72.620278,8.590833,"Government of Colombia - ELN","Government of Colombia","ELN",4,1,0,"ELN"
"193",119061,2010,"2010-08-18",-75.400684,7.583583,"Government of Colombia - ELN","Government of Colombia","ELN",7,1,0,"ELN"
"194",119062,2005,"2005-02-19",-74.333333,9.833333,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"195",119063,2005,"2005-02-19",-76.25,7,"Government of Colombia - FARC","Government of Colombia","FARC",4,1,0,"FARC"
"196",119064,2010,"2010-09-03",-71.87523,6.953758,"Government of Colombia - ELN","Government of Colombia","ELN",11,1,0,"ELN"
"197",119065,2010,"2010-09-03",-71.87523,6.953758,"Government of Colombia - ELN","Government of Colombia","ELN",11,1,0,"ELN"
"198",119066,2010,"2010-08-18",-75.5,7,"Government of Colombia - ELN","Government of Colombia","ELN",13,1,0,"ELN"
"199",119067,2005,"2005-04-02",-75.083333,6.366667,"Government of Colombia - FARC","Government of Colombia","FARC",3,1,0,"FARC"
"200",119068,2005,"2005-04-02",-75.6,6.2,"Government of Colombia - FARC","Government of Colombia","FARC",2,1,0,"FARC"
"201",119069,2005,"2005-04-03",-75.5,9.833333,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"202",119070,2005,"2005-04-03",-75.133333,6.166667,"Government of Colombia - FARC","Government of Colombia","FARC",1,1,0,"FARC"
"203",119071,2013,"2013-05-22",-72.683553,7.020566,"Government of Colombia - ELN","Government of Colombia","ELN",11,1,0,"ELN"
"204",119072,2013,"2013-11-24",-71.856667,6.746111,"Government of Colombia - ELN","Government of Colombia","ELN",10,1,0,"ELN"
"205",119073,2013,"2013-12-31",-73.0531,8.65445,"Government of Colombia - ELN","Government of Colombia","ELN",6,1,0,"ELN"
"206",119074,2006,"2006-07-08",-75.666667,5.333333,"Government of Colombia - EPL - Megateo","Government of Colombia","EPL - Megateo",1,1,0,"Other conflict actors"
"207",119075,2006,"2006-11-09",-73.241389,8.216389,"Government of Colombia - EPL - Megateo","Government of Colombia","EPL - Megateo",5,1,0,"Other conflict actors"
"208",119076,2007,"2007-07-08",-75.666667,5.333333,"Government of Colombia - EPL - Megateo","Government of Colombia","EPL - Megateo",1,1,0,"Other conflict actors"
"209",119080,2006,"2006-01-06",-73.532116,2.904073,"Government of Colombia - FARC","Government of Colombia","FARC",15,1,0,"FARC"
