year,date_start,longitude,latitude,side_a,side_b,deaths_total,event_relevant,myanmar_gov_involved
2000,2000-11-10 00:00:00.000,92.215,21.267122,Government of Myanmar (Burma),RSO,11,1,Yes
2020,2020-03-16 00:00:00.000,92.4429,21.4475,Government of Myanmar (Burma),ULA,1,1,Yes
2020,2020-10-23 00:00:00.000,92.4429,21.4475,Government of Myanmar (Burma),ULA,1,1,Yes
2009,2009-08-27 00:00:00.000,98.553406,24.114939,Government of Myanmar (Burma),MNDAA,1,1,Yes
2009,2009-08-28 00:00:00.000,101.5,25,Government of Myanmar (Burma),MNDAA,1,1,Yes
2015,2015-03-13 00:00:00.000,100.08,23.88,Government of Myanmar (Burma),MNDAA,5,1,Yes
1999,1999-11-29 00:00:00.000,94.25,26,Government of India,NSCN-IM,2,1,No
2000,2000-02-29 00:00:00.000,93.55,24.966667,Government of India,NSCN-IM,1,1,No
2000,2000-07-11 00:00:00.000,93.212451,24.910088,Government of India,NSCN-IM,12,1,No
2000,2000-07-30 00:00:00.000,94.113899,25.487141,Government of India,NSCN-IM,4,1,No
2000,2000-08-22 00:00:00.000,91.333333,25.5,Government of India,NSCN-IM,3,1,No
2000,2000-09-13 00:00:00.000,93.437332,25.847024,Government of India,NSCN-IM,10,1,No
2001,2001-01-26 00:00:00.000,93.866667,26.4,Government of India,NSCN-IM,2,1,No
2001,2001-04-11 00:00:00.000,93.027839,25.191488,Government of India,NSCN-IM,3,1,No
2001,2001-07-20 00:00:00.000,95.452438,26.964992,Government of India,NSCN-IM,6,1,No
2001,2001-07-22 00:00:00.000,94,25,Government of India,NSCN-IM,3,1,No
2001,2001-09-05 00:00:00.000,93,26,Government of India,NSCN-IM,2,1,No
2001,2001-10-04 00:00:00.000,92.933952,24.815129,Government of India,NSCN-IM,2,1,No
2002,2002-03-16 00:00:00.000,94.016667,24.633333,Government of India,NSCN-IM,11,1,No
2003,2003-02-26 00:00:00.000,94.1077,25.6701,Government of India,NSCN-IM,1,1,No
2005,2005-10-05 00:00:00.000,91.5,25.5,Government of India,NSCN-IM,5,1,No
2005,2005-10-05 00:00:00.000,91.5,25.5,Government of India,NSCN-IM,5,1,No
2006,2006-06-07 00:00:00.000,95,27.5,Government of India,NSCN-IM,1,1,No
2006,2006-07-26 00:00:00.000,94.266667,24.333333,Government of India,NSCN-IM,1,1,No
2007,2007-10-29 00:00:00.000,93.5,26,Government of India,NSCN-IM,1,1,No
2009,2009-02-13 00:00:00.000,94,25,Government of India,NSCN-IM,3,1,No
2009,2009-03-31 00:00:00.000,93.55,24.966667,Government of India,NSCN-IM,1,1,No
2009,2009-07-03 00:00:00.000,93.250579,25.231647,Government of India,NSCN-IM,1,1,No
2009,2009-08-12 00:00:00.000,94.297302,24.877321,Government of India,NSCN-IM,3,1,No
2010,2010-08-26 00:00:00.000,95.082629,26.903287,Government of India,NSCN-IM,1,1,No
2011,2011-04-15 00:00:00.000,94.158874,24.860832,Government of India,NSCN-IM,8,1,No
2012,2012-05-18 00:00:00.000,93.17601,25.100803,Government of India,NSCN-IM,1,1,No
2012,2012-08-31 00:00:00.000,93.023109,25.680461,Government of India,NSCN-IM,1,1,No
2012,2012-09-01 00:00:00.000,93.023109,25.680461,Government of India,NSCN-IM,1,1,No
2012,2012-11-21 00:00:00.000,93.212753,25.170417,Government of India,NSCN-IM,1,1,No
2012,2012-11-24 00:00:00.000,93.027839,25.191488,Government of India,NSCN-IM,1,1,No
2012,2012-12-21 00:00:00.000,94.026406,25.272717,Government of India,NSCN-IM,1,1,No
2013,2013-02-27 00:00:00.000,94.287345,26.327806,Government of India,NSCN-IM,1,1,No
2013,2013-05-08 00:00:00.000,95.452438,26.964992,Government of India,NSCN-IM,2,1,No
2014,2014-01-02 00:00:00.000,95.382102,27.002836,Government of India,NSCN-IM,4,1,No
2014,2014-08-01 00:00:00.000,93.194946,25.180612,Government of India,NSCN-IM,2,1,No
2014,2014-09-09 00:00:00.000,94.434883,25.004792,Government of India,NSCN-IM,1,1,No
2014,2014-10-20 00:00:00.000,95.534507,26.931341,Government of India,NSCN-IM,2,1,No
2014,2014-11-04 00:00:00.000,95,27.5,Government of India,NSCN-IM,3,1,No
2014,2014-11-04 00:00:00.000,93.346717,25.223964,Government of India,NSCN-IM,2,1,No
1999,1999-08-19 00:00:00.000,94.166667,25.75,NSCN-IM,NSCN-K,3,1,No
2001,2001-04-01 00:00:00.000,95.076171,26.666633,NSCN-IM,NSCN-K,45,1,No
2001,2001-06-08 00:00:00.000,94.628959,26.639101,NSCN-IM,NSCN-K,4,1,No
2001,2001-10-24 00:00:00.000,93.78508,25.77852,NSCN-IM,NSCN-K,3,1,No
2001,2001-11-17 00:00:00.000,94.16667,25.75,NSCN-IM,NSCN-K,3,1,No
2001,2001-11-19 00:00:00.000,94.16667,25.75,NSCN-IM,NSCN-K,1,1,No
2001,2001-12-11 00:00:00.000,94.16667,25.75,NSCN-IM,NSCN-K,3,1,No
2002,2002-08-23 00:00:00.000,93.767005,25.750421,NSCN-IM,NSCN-K,3,1,No
2002,2002-08-24 00:00:00.000,94.627917,26.095448,NSCN-IM,NSCN-K,1,1,No
2003,2003-01-31 00:00:00.000,94.542106,26.024707,NSCN-IM,NSCN-K,3,1,No
2003,2003-02-10 00:00:00.000,94.25,26,NSCN-IM,NSCN-K,2,1,No
2003,2003-08-02 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,2,1,No
2003,2003-08-29 00:00:00.000,94.096885,25.626329,NSCN-IM,NSCN-K,1,1,No
2003,2003-09-05 00:00:00.000,95.041862,26.877712,NSCN-IM,NSCN-K,3,1,No
2003,2003-09-10 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,3,1,No
2003,2003-11-19 00:00:00.000,94.802505,26.796962,NSCN-IM,NSCN-K,1,1,No
2004,2004-11-16 00:00:00.000,94.839157,26.15471,NSCN-IM,NSCN-K,3,1,No
2005,2005-02-25 00:00:00.000,93.613235,25.500738,NSCN-IM,NSCN-K,2,1,No
2005,2005-03-01 00:00:00.000,95.041862,26.877712,NSCN-IM,NSCN-K,1,1,No
2005,2005-03-12 00:00:00.000,95.05841,26.73583,NSCN-IM,NSCN-K,1,1,No
2005,2005-03-24 00:00:00.000,94.627917,26.095448,NSCN-IM,NSCN-K,10,1,No
2005,2005-03-27 00:00:00.000,94.542106,26.024707,NSCN-IM,NSCN-K,2,1,No
2005,2005-03-29 00:00:00.000,94.839157,26.15471,NSCN-IM,NSCN-K,4,1,No
2005,2005-04-12 00:00:00.000,93.28492,24.731754,NSCN-IM,NSCN-K,2,1,No
2005,2005-06-13 00:00:00.000,94.09246,26.265117,NSCN-IM,NSCN-K,2,1,No
2005,2005-09-10 00:00:00.000,93.613235,25.500738,NSCN-IM,NSCN-K,2,1,No
2005,2005-10-05 00:00:00.000,94.999572,26.894866,NSCN-IM,NSCN-K,2,1,No
2005,2005-12-05 00:00:00.000,93.613235,25.500738,NSCN-IM,NSCN-K,1,1,No
2006,2006-01-08 00:00:00.000,95.195182,26.892766,NSCN-IM,NSCN-K,3,1,No
2006,2006-02-03 00:00:00.000,93.55,24.966667,NSCN-IM,NSCN-K,1,1,No
2006,2006-02-08 00:00:00.000,95.082629,26.903287,NSCN-IM,NSCN-K,1,1,No
2006,2006-02-09 00:00:00.000,94.109359,25.708696,NSCN-IM,NSCN-K,2,1,No
2006,2006-02-24 00:00:00.000,95.082629,26.903287,NSCN-IM,NSCN-K,1,1,No
2006,2006-04-07 00:00:00.000,94.695045,25.670576,NSCN-IM,NSCN-K,1,1,No
2006,2006-04-15 00:00:00.000,94.993995,26.774255,NSCN-IM,NSCN-K,3,1,No
2006,2006-05-06 00:00:00.000,94.447212,25.65625,NSCN-IM,NSCN-K,2,1,No
2006,2006-05-16 00:00:00.000,93.613235,25.500738,NSCN-IM,NSCN-K,2,1,No
2006,2006-05-19 00:00:00.000,95.076171,26.666633,NSCN-IM,NSCN-K,1,1,No
2006,2006-05-24 00:00:00.000,94.433143,25.92649,NSCN-IM,NSCN-K,1,1,No
2006,2006-05-24 00:00:00.000,94.511943,26.000795,NSCN-IM,NSCN-K,1,1,No
2006,2006-05-27 00:00:00.000,94.796699,26.484527,NSCN-IM,NSCN-K,2,1,No
2006,2006-06-02 00:00:00.000,94.51667,25.96667,NSCN-IM,NSCN-K,1,1,No
2006,2006-07-05 00:00:00.000,94.93496,26.51784,NSCN-IM,NSCN-K,1,1,No
2006,2006-07-05 00:00:00.000,93.660477,25.136389,NSCN-IM,NSCN-K,1,1,No
2006,2006-07-13 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,1,1,No
2006,2006-08-09 00:00:00.000,94.488265,26.166019,NSCN-IM,NSCN-K,1,1,No
2006,2006-08-21 00:00:00.000,94.93496,26.51784,NSCN-IM,NSCN-K,1,1,No
2006,2006-09-01 00:00:00.000,94.489089,26.093095,NSCN-IM,NSCN-K,1,1,No
2006,2006-09-05 00:00:00.000,94.380493,25.645809,NSCN-IM,NSCN-K,3,1,No
2006,2006-09-08 00:00:00.000,94.5,25.6667,NSCN-IM,NSCN-K,2,1,No
2006,2006-09-11 00:00:00.000,94.580825,26.158458,NSCN-IM,NSCN-K,1,1,No
2006,2006-09-22 00:00:00.000,93.613235,25.500738,NSCN-IM,NSCN-K,7,1,No
2006,2006-09-29 00:00:00.000,94.542106,26.024707,NSCN-IM,NSCN-K,1,1,No
2006,2006-10-03 00:00:00.000,94.252532,25.660192,NSCN-IM,NSCN-K,2,1,No
2006,2006-10-09 00:00:00.000,94.473854,25.94746,NSCN-IM,NSCN-K,8,1,No
2006,2006-10-12 00:00:00.000,93.55,24.966667,NSCN-IM,NSCN-K,1,1,No
2006,2006-10-17 00:00:00.000,93.359619,25.06979,NSCN-IM,NSCN-K,3,1,No
2006,2006-10-27 00:00:00.000,94.51667,25.96667,NSCN-IM,NSCN-K,3,1,No
2006,2006-11-11 00:00:00.000,94.602264,25.671642,NSCN-IM,NSCN-K,1,1,No
2006,2006-11-18 00:00:00.000,93.787888,24.977158,NSCN-IM,NSCN-K,1,1,No
2006,2006-11-26 00:00:00.000,94.51667,25.96667,NSCN-IM,NSCN-K,1,1,No
2006,2006-12-01 00:00:00.000,93.605255,25.512336,NSCN-IM,NSCN-K,2,1,No
2006,2006-12-01 00:00:00.000,94.469978,25.989456,NSCN-IM,NSCN-K,1,1,No
2006,2006-12-01 00:00:00.000,93.613235,25.500738,NSCN-IM,NSCN-K,1,1,No
2006,2006-12-01 00:00:00.000,94.469978,25.989456,NSCN-IM,NSCN-K,1,1,No
2006,2006-12-19 00:00:00.000,94.16667,25.75,NSCN-IM,NSCN-K,1,1,No
2007,2007-01-07 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-K,1,1,No
2007,2007-01-08 00:00:00.000,93.613235,25.500738,NSCN-IM,NSCN-K,1,1,No
2007,2007-01-09 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,1,1,No
2007,2007-01-09 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-K,1,1,No
2007,2007-01-10 00:00:00.000,93.729965000000007,25.896776,NSCN-IM,NSCN-K,1,1,No
2007,2007-02-01 00:00:00.000,93.641288,25.576906,NSCN-IM,NSCN-K,7,1,No
2007,2007-02-27 00:00:00.000,94.388854,25.923023,NSCN-IM,NSCN-K,1,1,No
2007,2007-03-05 00:00:00.000,94.41146,25.937139,NSCN-IM,NSCN-K,1,1,No
2007,2007-03-13 00:00:00.000,95.076171,26.666633,NSCN-IM,NSCN-K,3,1,No
2007,2007-03-14 00:00:00.000,94.542106,26.024707,NSCN-IM,NSCN-K,2,1,No
2007,2007-03-18 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-K,3,1,No
2007,2007-03-18 00:00:00.000,94.687332,26.6018,NSCN-IM,NSCN-K,1,1,No
2007,2007-03-24 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,2,1,No
2007,2007-03-25 00:00:00.000,95.082629,26.903287,NSCN-IM,NSCN-K,4,1,No
2007,2007-04-12 00:00:00.000,93.8143,25.705812,NSCN-IM,NSCN-K,1,1,No
2007,2007-04-16 00:00:00.000,93.860435,25.747245,NSCN-IM,NSCN-K,1,1,No
2007,2007-04-16 00:00:00.000,94.51667,25.96667,NSCN-IM,NSCN-K,6,1,No
2007,2007-04-18 00:00:00.000,94.420478,26.476699,NSCN-IM,NSCN-K,1,1,No
2007,2007-04-28 00:00:00.000,94.75,26.25,NSCN-IM,NSCN-K,1,1,No
2007,2007-04-28 00:00:00.000,93.78508,25.77852,NSCN-IM,NSCN-K,1,1,No
2007,2007-05-11 00:00:00.000,93.55,24.966667,NSCN-IM,NSCN-K,1,1,No
2007,2007-06-12 00:00:00.000,94.287345,26.327806,NSCN-IM,NSCN-K,4,1,No
2007,2007-06-13 00:00:00.000,94.263526,26.169986,NSCN-IM,NSCN-K,1,1,No
2007,2007-09-03 00:00:00.000,93.727989,24.990896,NSCN-IM,NSCN-K,5,1,No
2007,2007-09-10 00:00:00.000,94.868888,25.79527,NSCN-IM,NSCN-K,2,1,No
2007,2007-10-03 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,4,1,No
2007,2007-10-08 00:00:00.000,94.5,25.6667,NSCN-IM,NSCN-K,1,1,No
2007,2007-10-24 00:00:00.000,93.860435,25.747245,NSCN-IM,NSCN-K,2,1,No
2007,2007-10-25 00:00:00.000,93.729965000000007,25.896776,NSCN-IM,NSCN-K,1,1,No
2007,2007-10-25 00:00:00.000,93.78508,25.77852,NSCN-IM,NSCN-K,2,1,No
2007,2007-10-26 00:00:00.000,93.374923,26.010705,NSCN-IM,NSCN-K,1,1,No
2007,2007-10-29 00:00:00.000,93.55,24.966667,NSCN-IM,NSCN-K,1,1,No
2007,2007-10-31 00:00:00.000,94.16667,25.75,NSCN-IM,NSCN-K,1,1,No
2007,2007-11-01 00:00:00.000,94.795692,26.174547,NSCN-IM,NSCN-K,4,1,No
2007,2007-11-03 00:00:00.000,94.16667,25.75,NSCN-IM,NSCN-K,1,1,No
2007,2007-11-08 00:00:00.000,94.93496,26.51784,NSCN-IM,NSCN-K,1,1,No
2007,2007-11-12 00:00:00.000,94.545021,26.319969,NSCN-IM,NSCN-K,1,1,No
2007,2007-11-26 00:00:00.000,93.573631,24.798445,NSCN-IM,NSCN-K,1,1,No
2007,2007-11-28 00:00:00.000,95.041862,26.877712,NSCN-IM,NSCN-K,2,1,No
2008,2008-01-14 00:00:00.000,94.420478,26.476699,NSCN-IM,NSCN-K,3,1,No
2008,2008-04-11 00:00:00.000,93.609886,25.173576,NSCN-IM,NSCN-K,1,1,No
2008,2008-04-11 00:00:00.000,93.482834,24.956779,NSCN-IM,NSCN-K,3,1,No
2008,2008-04-14 00:00:00.000,93.362763,25.085173,NSCN-IM,NSCN-K,3,1,No
2008,2008-05-16 00:00:00.000,93.781661,25.779726,NSCN-IM,NSCN-K,14,1,No
2008,2008-05-28 00:00:00.000,93.841049,25.809177,NSCN-IM,NSCN-K,1,1,No
2008,2008-07-05 00:00:00.000,93.78508,25.77852,NSCN-IM,NSCN-K,2,1,No
2008,2008-07-09 00:00:00.000,93.765087,25.870083,NSCN-IM,NSCN-K,2,1,No
2008,2008-07-10 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,1,1,No
2008,2008-07-10 00:00:00.000,93.763977,25.833559,NSCN-IM,NSCN-K,1,1,No
2008,2008-07-11 00:00:00.000,93.78508,25.77852,NSCN-IM,NSCN-K,1,1,No
2008,2008-07-14 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,1,1,No
2008,2008-07-14 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-K,1,1,No
2008,2008-07-28 00:00:00.000,93.729965000000007,25.896776,NSCN-IM,NSCN-K,2,1,No
2008,2008-07-28 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-K,2,1,No
2008,2008-07-28 00:00:00.000,93.78508,25.77852,NSCN-IM,NSCN-K,1,1,No
2008,2008-08-25 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-K,1,1,No
2008,2008-08-27 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,1,1,No
2008,2008-09-15 00:00:00.000,94.16667,25.75,NSCN-IM,NSCN-K,1,1,No
2008,2008-09-17 00:00:00.000,94.420478,26.476699,NSCN-IM,NSCN-K,1,1,No
2008,2008-09-18 00:00:00.000,95.082629,26.903287,NSCN-IM,NSCN-K,1,1,No
2008,2008-10-03 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,3,1,No
2008,2008-10-11 00:00:00.000,93.765087,25.870083,NSCN-IM,NSCN-K,1,1,No
2008,2008-10-17 00:00:00.000,94.1077,25.6701,NSCN-IM,NSCN-K,1,1,No
2008,2008-10-25 00:00:00.000,93.731719,25.887746,NSCN-IM,NSCN-K,1,1,No
2008,2008-12-11 00:00:00.000,94.030685,25.908807,NSCN-IM,NSCN-K,1,1,No
2009,2009-03-17 00:00:00.000,94.065925,26.143877,NSCN-IM,NSCN-K,1,1,No
2009,2009-03-18 00:00:00.000,93.374923,26.010705,NSCN-IM,NSCN-K,1,1,No
2009,2009-10-10 00:00:00.000,93.765087,25.870083,NSCN-IM,NSCN-K,1,1,No
2009,2009-10-17 00:00:00.000,94.16667,25.75,NSCN-IM,NSCN-K,1,1,No
2009,2009-10-24 00:00:00.000,93.731719,25.887746,NSCN-IM,NSCN-K,1,1,No
2009,2009-12-09 00:00:00.000,94.030685,25.908807,NSCN-IM,NSCN-K,1,1,No
2010,2010-08-26 00:00:00.000,94.287345,26.327806,NSCN-IM,NSCN-K,1,1,No
2011,2011-02-24 00:00:00.000,95.583096,26.822346,NSCN-IM,NSCN-K,36,1,No
2011,2011-03-15 00:00:00.000,94.764617,25.558517,NSCN-IM,NSCN-K,1,1,No
2012,2012-01-08 00:00:00.000,95.396514,26.983192,NSCN-IM,NSCN-K,2,1,No
2012,2012-06-21 00:00:00.000,93.672958,24.871908,NSCN-IM,NSCN-K,5,1,No
2012,2012-06-21 00:00:00.000,93.501717,24.987967,NSCN-IM,NSCN-K,1,1,No
2012,2012-08-17 00:00:00.000,93.308525,24.789652,NSCN-IM,NSCN-K,2,1,No
2012,2012-10-02 00:00:00.000,93.501717,24.987967,NSCN-IM,NSCN-K,1,1,No
2012,2012-10-24 00:00:00.000,93.501717,24.987967,NSCN-IM,NSCN-K,1,1,No
2012,2012-11-01 00:00:00.000,95.350509,26.993625,NSCN-IM,NSCN-K,1,1,No
2013,2013-04-01 00:00:00.000,93.363762,24.945021,NSCN-IM,NSCN-K,1,1,No
2013,2013-07-25 00:00:00.000,94.767768,25.880102,NSCN-IM,NSCN-K,1,1,No
2008,2008-04-17 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-U,1,1,No
2008,2008-04-17 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-U,1,1,No
2008,2008-04-17 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-U,1,1,No
2008,2008-04-22 00:00:00.000,93.742515,25.782249,NSCN-IM,NSCN-U,4,1,No
2008,2008-05-01 00:00:00.000,93.841049,25.809177,NSCN-IM,NSCN-U,3,1,No
2008,2008-05-04 00:00:00.000,94.077301,26.276391,NSCN-IM,NSCN-U,2,1,No
2008,2008-06-04 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-U,12,1,No
2008,2008-06-07 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-U,1,1,No
2008,2008-06-10 00:00:00.000,94.21615,25.92474,NSCN-IM,NSCN-U,1,1,No
2008,2008-06-23 00:00:00.000,93.7217,25.911740000000002,NSCN-IM,NSCN-U,1,1,No
2008,2008-06-25 00:00:00.000,93.707069,25.808111,NSCN-IM,NSCN-U,1,1,No
2008,2008-06-26 00:00:00.000,93.871879,25.818914,NSCN-IM,NSCN-U,7,1,No
2008,2008-08-01 00:00:00.000,93.871879,25.818914,NSCN-IM,NSCN-U,1,1,No
2011,2011-12-22 00:00:00.000,94.435607,25.993358,NSCN-K,NSCN-K-K,1,1,No
2012,2012-01-15 00:00:00.000,93.73716,25.51276,NSCN-K,NSCN-K-K,1,1,No
2012,2012-01-19 00:00:00.000,94.51667,25.96667,NSCN-K,NSCN-K-K,1,1,No
2012,2012-01-19 00:00:00.000,93.73716,25.51276,NSCN-K,NSCN-K-K,1,1,No
2012,2012-02-05 00:00:00.000,93.73716,25.51276,NSCN-K,NSCN-K-K,3,1,No
2012,2012-02-07 00:00:00.000,93.7217,25.911740000000002,NSCN-K,NSCN-K-K,2,1,No
2012,2012-02-17 00:00:00.000,94.1077,25.6701,NSCN-K,NSCN-K-K,1,1,No
2012,2012-02-24 00:00:00.000,93.566574,25.516469,NSCN-K,NSCN-K-K,1,1,No
2012,2012-02-28 00:00:00.000,95.158134,26.686323,NSCN-K,NSCN-K-K,2,1,No
2012,2012-03-14 00:00:00.000,94.992408,26.68997,NSCN-K,NSCN-K-K,3,1,No
2012,2012-03-17 00:00:00.000,94.1077,25.6701,NSCN-K,NSCN-K-K,1,1,No
2012,2012-03-26 00:00:00.000,94.096885,25.626329,NSCN-K,NSCN-K-K,1,1,No
2012,2012-03-30 00:00:00.000,94.830329,26.141088,NSCN-K,NSCN-K-K,2,1,No
2012,2012-04-21 00:00:00.000,94.403633,26.143844,NSCN-K,NSCN-K-K,2,1,No
2012,2012-05-29 00:00:00.000,94.51667,25.96667,NSCN-K,NSCN-K-K,1,1,No
2012,2012-06-04 00:00:00.000,95.041862,26.877712,NSCN-K,NSCN-K-K,1,1,No
2012,2012-06-05 00:00:00.000,94.51667,25.96667,NSCN-K,NSCN-K-K,1,1,No
2012,2012-06-19 00:00:00.000,94.253044,26.509256,NSCN-K,NSCN-K-K,2,1,No
2012,2012-06-19 00:00:00.000,94.523521,26.070322,NSCN-K,NSCN-K-K,1,1,No
2012,2012-06-19 00:00:00.000,94.51667,25.96667,NSCN-K,NSCN-K-K,1,1,No
2012,2012-07-01 00:00:00.000,94.522621,26.027652,NSCN-K,NSCN-K-K,1,1,No
2012,2012-07-14 00:00:00.000,93.767005,25.750421,NSCN-K,NSCN-K-K,1,1,No
2012,2012-08-03 00:00:00.000,94.1077,25.6701,NSCN-K,NSCN-K-K,3,1,No
2012,2012-08-25 00:00:00.000,94.767768,25.880102,NSCN-K,NSCN-K-K,1,1,No
2012,2012-09-03 00:00:00.000,94.767768,25.880102,NSCN-K,NSCN-K-K,2,1,No
2012,2012-09-08 00:00:00.000,95.041862,26.877712,NSCN-K,NSCN-K-K,1,1,No
2012,2012-10-03 00:00:00.000,94.767768,25.880102,NSCN-K,NSCN-K-K,1,1,No
2012,2012-10-25 00:00:00.000,94.1077,25.6701,NSCN-K,NSCN-K-K,1,1,No
2012,2012-11-05 00:00:00.000,93.7217,25.911740000000002,NSCN-K,NSCN-K-K,3,1,No
2012,2012-11-18 00:00:00.000,94.450553,25.982635,NSCN-K,NSCN-K-K,1,1,No
2012,2012-12-03 00:00:00.000,93.7217,25.911740000000002,NSCN-K,NSCN-K-K,2,1,No
2012,2012-12-05 00:00:00.000,94.93496,26.51784,NSCN-K,NSCN-K-K,2,1,No
2012,2012-12-16 00:00:00.000,94.681282,25.836414,NSCN-K,NSCN-K-K,2,1,No
2012,2012-12-16 00:00:00.000,94.602264,25.671642,NSCN-K,NSCN-K-K,4,1,No
2012,2012-12-17 00:00:00.000,94.542106,26.024707,NSCN-K,NSCN-K-K,1,1,No
2013,2013-01-16 00:00:00.000,94.82514,25.84486,NSCN-K,NSCN-K-K,1,1,No
2013,2013-02-11 00:00:00.000,94.524398,26.012203,NSCN-K,NSCN-K-K,1,1,No
2013,2013-07-22 00:00:00.000,93.657234,25.692508,NSCN-K,NSCN-K-K,1,1,No
2013,2013-08-09 00:00:00.000,94.1077,25.6701,NSCN-K,NSCN-K-K,1,1,No
2013,2013-09-04 00:00:00.000,94.1077,25.6701,NSCN-K,NSCN-K-K,1,1,No
2013,2013-11-12 00:00:00.000,95.041862,26.877712,NSCN-K,NSCN-K-K,1,1,No
2013,2013-12-02 00:00:00.000,94.75,26.25,NSCN-K,NSCN-K-K,3,1,No
2014,2014-10-11 00:00:00.000,94.734352,25.608789,NSCN-K,NSCN-K-K,3,1,No
2000,2000-10-25 00:00:00.000,95.188323,26.665401,Government of Myanmar (Burma),NSCN-K,3,1,Yes
1989,1989-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),KNU,3,1,Yes
1989,1989-02-18 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,144,1,Yes
1989,1989-02-22 00:00:00.000,98.506111,16.686389,Government of Myanmar (Burma),KNU,5,1,Yes
1989,1989-03-23 00:00:00.000,98,22,Government of Myanmar (Burma),KNU,112,1,Yes
1989,1989-04-12 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,9,1,Yes
1989,1989-04-15 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,10,1,Yes
1989,1989-04-27 00:00:00.000,98.506111,16.686389,Government of Myanmar (Burma),KNU,7,1,Yes
1989,1989-05-07 00:00:00.000,98.515339,16.796917,Government of Myanmar (Burma),KNU,7,1,Yes
1989,1989-05-08 00:00:00.000,98.506111,16.686389,Government of Myanmar (Burma),KNU,50,1,Yes
1989,1989-05-16 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,40,1,Yes
1989,1989-05-18 00:00:00.000,98.515339,16.796917,Government of Myanmar (Burma),KNU,47,1,Yes
1989,1989-05-20 00:00:00.000,98.515339,16.796917,Government of Myanmar (Burma),KNU,1,1,Yes
1989,1989-05-21 00:00:00.000,98.515339,16.796917,Government of Myanmar (Burma),KNU,46,1,Yes
1989,1989-05-27 00:00:00.000,98.515339,16.796917,Government of Myanmar (Burma),KNU,44,1,Yes
1989,1989-05-30 00:00:00.000,98.515339,16.796917,Government of Myanmar (Burma),KNU,1,1,Yes
1989,1989-06-06 00:00:00.000,97.678028,17.836972,Government of Myanmar (Burma),KNU,1,1,Yes
1989,1989-06-12 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,21,1,Yes
1989,1989-07-11 00:00:00.000,96.150408,16.79845,Government of Myanmar (Burma),KNU,3,1,Yes
1989,1989-07-22 00:00:00.000,98.515339,16.796917,Government of Myanmar (Burma),KNU,14,1,Yes
1989,1989-07-30 00:00:00.000,98.506111,16.686389,Government of Myanmar (Burma),KNU,13,1,Yes
1989,1989-11-20 00:00:00.000,98.331783,14.705158,Government of Myanmar (Burma),KNU,1,1,Yes
1989,1989-12-01 00:00:00.000,97.7,17.7,Government of Myanmar (Burma),KNU,3,1,Yes
1989,1989-12-26 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,1,1,Yes
1989,1989-12-26 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,220,1,Yes
1990,1990-01-15 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,100,1,Yes
1990,1990-01-15 00:00:00.000,98.506111,16.686389,Government of Myanmar (Burma),KNU,1,1,Yes
1990,1990-01-15 00:00:00.000,98.401939,16.692983,Government of Myanmar (Burma),KNU,1,1,Yes
1990,1990-01-25 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,9,1,Yes
1990,1990-01-29 00:00:00.000,98,22,Government of Myanmar (Burma),KNU,20,1,Yes
1990,1990-02-08 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNU,37,1,Yes
1990,1990-02-09 00:00:00.000,98.515339,16.796917,Government of Myanmar (Burma),KNU,8,1,Yes
1990,1990-03-01 00:00:00.000,98,22,Government of Myanmar (Burma),KNU,14,1,Yes
