"","eventid","iyear","longitude","latitude","nkill","suicide_txt"
"2294",201809200010,2018-01-01,40.384149,-0.187678,0,"No"
"2295",201809220006,2018-01-01,45.326114,2.059818,1,"No"
"2296",201809220007,2018-01-01,45.326114,2.059818,0,"No"
"2297",201809240002,2018-01-01,44.530168,1.788197,1,"No"
"2298",201809240004,2018-01-01,45.118061,2.14383,1,"No"
"2299",201809250021,2018-01-01,45.326114,2.059818,1,"No"
"2300",201809250022,2018-01-01,45.326114,2.059818,1,"No"
"2301",201809300021,2018-01-01,45.411671,2.345829,0,"No"
"2302",201809300022,2018-01-01,45.390998,2.345849,0,"No"
"2303",201809300023,2018-01-01,45.390998,2.345849,0,"No"
"2304",201810010001,2018-01-01,45.326114,2.059818,1,"Yes"
"2305",201810010022,2018-01-01,46.16876,2.927349,2,"No"
"2306",201810020036,2018-01-01,45.50925,2.449546,NA,"No"
"2307",201810090008,2018-01-01,42.777894,0.495342,5,"No"
"2308",201810100010,2018-01-01,41.504085,3.556204,3,"No"
"2309",201810130004,2018-01-01,43.646581,3.115641,11,"Yes"
"2310",201810130005,2018-01-01,43.646581,3.115641,11,"Yes"
"2311",201810190023,2018-01-01,41.619649,2.204822,NA,"No"
"2312",201810270017,2018-01-01,45.207493,2.082062,1,"No"
"2313",201810290036,2018-01-01,45.326114,2.059818,1,"No"
"2314",201811050003,2018-01-01,45.247823,2.078434,1,"No"
"2315",201811060007,2018-01-01,45.641977,2.681668,4,"No"
"2316",201811080014,2018-01-01,45.326114,2.059818,1,"No"
"2317",201811090003,2018-01-01,45.326114,2.059818,40,"Yes"
"2318",201811090004,2018-01-01,45.326114,2.059818,32,"No"
"2319",201811100013,2018-01-01,45.254057,2.072715,1,"No"
"2320",201811100021,2018-01-01,40.027282,-0.607553,0,"No"
"2321",201811110007,2018-01-01,45.405461,3.418374,1,"No"
"2322",201811150005,2018-01-01,45.326114,2.059818,1,"No"
"2323",201811180002,2018-01-01,40.025548,-0.042009,1,"No"
"2324",201811180003,2018-01-01,40.025548,-0.042009,0,"No"
"2325",201811180014,2018-01-01,45.254057,2.072715,1,"No"
"2326",201811190033,2018-01-01,45.326114,2.059818,2,"No"
"2327",201811200011,2018-01-01,45.326114,2.059818,0,"No"
"2328",201811220004,2018-01-01,41.877171,3.926858,1,"No"
"2329",201811220005,2018-01-01,40.92696,2.007107,0,"No"
"2330",201811240005,2018-01-01,41.877171,3.926858,NA,"No"
"2331",201811240006,2018-01-01,41.877171,3.926858,NA,"No"
"2332",201811260002,2018-01-01,47.429032,6.774396,22,"Yes"
"2333",201811260005,2018-01-01,45.326114,2.059818,8,"No"
"2334",201811290005,2018-01-01,49.179656,11.274795,2,"No"
"2335",201811300012,2018-01-01,43.472128,3.312293,NA,"No"
"2336",201812020001,2018-01-01,45.326114,2.059818,1,"No"
"2337",201812030009,2018-01-01,43.646581,3.115641,0,"No"
"2338",201812040012,2018-01-01,45.326114,2.059818,0,"No"
"2339",201812080020,2018-01-01,41.08517,-1.942189,0,"No"
"2340",201812090022,2018-01-01,45.221423,2.072112,6,"No"
"2341",201812100001,2018-01-01,46.087201,4.389634,0,"No"
"2342",201812110034,2018-01-01,44.773299,1.918051,3,"No"
"2343",201812130001,2018-01-01,45.80316,5.298215,NA,"No"
"2344",201812220003,2018-01-01,45.326114,2.059818,14,"Yes"
"2345",201812220004,2018-01-01,45.326114,2.059818,14,"Yes"
"2346",201812230005,2018-01-01,45.61973,4.461949,NA,"No"
"2347",201812250002,2018-01-01,41.844706,3.938715,0,"No"
"2348",201812250008,2018-01-01,43.646581,3.115641,2,"No"
"2349",201812260006,2018-01-01,45.326114,2.059818,2,"No"
"2350",201812270003,2018-01-01,46.282848,2.941785,2,"No"
"2351",201812280006,2018-01-01,42.058794,2.586591,NA,"No"
"2352",201812280009,2018-01-01,45.202402,4.73538,0,"No"
"2353",201901010002,2019-01-01,45.326114,2.059818,0,"No"
"2354",201901010022,2019-01-01,47.742972,4.617959,NA,"No"
"2355",201901010023,2019-01-01,47.677788,4.951687,NA,"No"
"2356",201901010024,2019-01-01,47.909887,4.673678,NA,"No"
"2357",201901040011,2019-01-01,45.326114,2.059818,1,"No"
"2358",201901080008,2019-01-01,45.326114,2.059818,1,"No"
"2359",201901100017,2019-01-01,45.326114,2.059818,1,"No"
"2360",201901110011,2019-01-01,40.5725,-1.428889,NA,"No"
"2361",201901110012,2019-01-01,40.5725,-1.428889,0,"No"
"2362",201901150006,2019-01-01,36.820536,-1.288307,25,"Yes"
"2363",201901150011,2019-01-01,45.118061,2.14383,12,"No"
"2364",201901150027,2019-01-01,46.488129,4.966394,NA,"No"
"2365",201901180009,2019-01-01,45.326114,2.059818,1,"No"
"2366",201901180010,2019-01-01,43.890526,4.120602,NA,"No"
"2367",201901180011,2019-01-01,49.179656,11.274795,0,"No"
"2368",201901200005,2019-01-01,39.496673,-0.032554,0,"No"
"2369",201901200006,2019-01-01,39.496673,-0.032554,0,"No"
"2370",201901210012,2019-01-01,45.326114,2.059818,0,"No"
"2371",201901220006,2019-01-01,45.326114,2.059818,2,"No"
"2372",201901230007,2019-01-01,43.646581,3.115641,0,"No"
"2373",201901230009,2019-01-01,45.326114,2.059818,0,"No"
"2374",201901230010,2019-01-01,45.326114,2.059818,1,"No"
"2375",201901230011,2019-01-01,45.326114,2.059818,1,"No"
"2376",201901250009,2019-01-01,45.118061,2.14383,6,"No"
"2377",201901260013,2019-01-01,36.821946,-1.292066,0,"No"
"2378",201901290007,2019-01-01,45.326114,2.059818,2,"No"
"2379",201901290008,2019-01-01,45.326114,2.059818,4,"No"
"2380",201902010022,2019-01-01,45.189932,2.163695,0,"No"
"2381",201902020006,2019-01-01,42.280336,2.349308,3,"Yes"
"2382",201902040010,2019-01-01,49.179656,11.274795,2,"No"
"2383",201902040011,2019-01-01,45.326114,2.059818,12,"No"
"2384",201902070016,2019-01-01,45.116717,2.142623,0,"No"
"2385",201902090015,2019-01-01,45.326114,2.059818,1,"No"
"2386",201902090017,2019-01-01,45.116717,2.142623,0,"No"
"2387",201902100014,2019-01-01,42.668528,0.017435,0,"No"
"2388",201902120031,2019-01-01,45.326114,2.059818,1,"No"
"2389",201902130004,2019-01-01,40.794693,-1.170672,0,"No"
"2390",201902130023,2019-01-01,45.326114,2.059818,1,"No"
"2391",201902190003,2019-01-01,45.326114,2.059818,0,"No"
"2392",201902190004,2019-01-01,46.488133,4.966334,NA,"No"
"2393",201902190005,2019-01-01,46.488129,4.966394,NA,"No"
"2394",201902200011,2019-01-01,45.326114,2.059818,1,"No"
"2395",201902220011,2019-01-01,47.763756,6.565673,NA,"No"
"2396",201902230007,2019-01-01,41.867205,3.036862,10,"No"
"2397",201902230009,2019-01-01,45.326114,2.059818,1,"No"
"2398",201902250007,2019-01-01,45.053813,2.060251,9,"No"
"2399",201902270006,2019-01-01,42.220188,3.328883,NA,"No"
"2400",201902280007,2019-01-01,45.326114,2.059818,26,"Yes"
"2401",201902280008,2019-01-01,45.326114,2.059818,NA,"No"
"2402",201903010015,2019-01-01,45.326114,2.059818,0,"No"
"2403",201903020015,2019-01-01,45.326114,2.059818,0,"No"
"2404",201903020016,2019-01-01,45.326114,2.059818,0,"No"
"2405",201903020017,2019-01-01,45.326114,2.059818,0,"No"
"2406",201903070010,2019-01-01,45.326114,2.059818,4,"No"
"2407",201903070039,2019-01-01,45.202402,4.73538,1,"No"
"2408",201903110007,2019-01-01,41.338386,0.284822,0,"No"
"2409",201903110012,2019-01-01,45.881946,5.308728,NA,"No"
"2410",201903120002,2019-01-01,46.500956,3.500307,3,"No"
"2411",201903130013,2019-01-01,43.472128,3.312293,8,"No"
"2412",201903180001,2019-01-01,45.383671,2.359127,NA,"No"
"2413",201903190001,2019-01-01,45.326114,2.059818,0,"No"
"2414",201903210006,2019-01-01,45.326114,2.059818,1,"No"
"2415",201903230002,2019-01-01,45.326114,2.059818,16,"Yes"
"2416",201903230004,2019-01-01,45.326114,2.059818,2,"No"
"2417",201903250010,2019-01-01,45.326114,2.059818,2,"No"
"2418",201903250011,2019-01-01,45.326114,2.059818,1,"No"
"2419",201903260011,2019-01-01,45.326114,2.059818,1,"No"
"2420",201903270001,2019-01-01,44.028704,1.114228,5,"No"
"2421",201903270010,2019-01-01,45.326114,2.059818,2,"No"
"2422",201903270031,2019-01-01,44.028704,1.114228,5,"No"
"2423",201903280014,2019-01-01,45.326114,2.059818,11,"No"
"2424",201904010017,2019-01-01,44.015558,1.571957,0,"No"
"2425",201904020012,2019-01-01,44.965885,1.834103,1,"No"
"2426",201904040001,2019-01-01,45.326114,2.059818,0,"No"
"2427",201904060012,2019-01-01,45.326114,2.059818,0,"No"
"2428",201904070013,2019-01-01,45.465816,2.496198,0,"No"
"2429",201904090010,2019-01-01,45.326114,2.059818,0,"No"
"2430",201904090012,2019-01-01,45.383671,2.359127,0,"No"
"2431",201904110012,2019-01-01,44.515231,1.797868,4,"No"
"2432",201904120001,2019-01-01,40.370053,3.907034,1,"No"
"2433",201904120013,2019-01-01,42.546652,-0.357847,0,"No"
"2434",201904160010,2019-01-01,45.388466,2.37035,0,"No"
"2435",201904160020,2019-01-01,45.254057,2.072715,1,"No"
"2436",201904160021,2019-01-01,45.247823,2.078434,3,"No"
"2437",201904170009,2019-01-01,45.326114,2.059818,0,"No"
"2438",201904170043,2019-01-01,45.326114,2.059818,2,"No"
"2439",201904170044,2019-01-01,41.844706,3.938715,0,"No"
"2440",201904180008,2019-01-01,45.326114,2.059818,2,"No"
"2441",201904190012,2019-01-01,46.087201,4.389634,1,"No"
"2442",201904200015,2019-01-01,44.580023,1.658283,NA,"No"
"2443",201904220003,2019-01-01,45.326114,2.059818,0,"No"
"2444",201904270013,2019-01-01,42.280336,2.349308,0,"No"
"2445",201904280013,2019-01-01,45.233679,2.060924,0,"No"
"2446",201904300024,2019-01-01,44.079594,2.798587,1,"No"
"2447",201905040011,2019-01-01,41.685734,3.68457,0,"No"
"2448",201905050020,2019-01-01,42.493771,3.162307,NA,"No"
"2449",201905080007,2019-01-01,44.897628,2.047631,NA,"No"
"2450",201905100011,2019-01-01,45.326114,2.059818,1,"No"
"2451",201905110014,2019-01-01,49.179656,11.274795,0,"No"
"2452",201905120008,2019-01-01,45.326114,2.059818,1,"No"
"2453",201905130014,2019-01-01,45.326114,2.059818,1,"No"
"2454",201905140004,2019-01-01,45.326114,2.059818,6,"Yes"
"2455",201905150018,2019-01-01,42.285595,4.1086,NA,"No"
"2456",201905160013,2019-01-01,45.326114,2.059818,1,"No"
"2457",201905160014,2019-01-01,45.326114,2.059818,0,"No"
"2458",201905160030,2019-01-01,45.326114,2.059818,1,"No"
"2459",201905180007,2019-01-01,44.122222,3.351667,1,"No"
"2460",201905180011,2019-01-01,45.326114,2.059818,5,"No"
"2461",201905180033,2019-01-01,45.326114,2.059818,1,"No"
"2462",201905190006,2019-01-01,45.326114,2.059818,NA,"No"
"2463",201905190007,2019-01-01,45.326114,2.059818,NA,"No"
"2464",201905210011,2019-01-01,46.876227,5.294224,NA,"No"
"2465",201905210012,2019-01-01,46.711645,5.108706,NA,"No"
"2466",201905210020,2019-01-01,46.643909,4.741173,NA,"No"
"2467",201905220006,2019-01-01,45.326114,2.059818,6,"Yes"
"2468",201905220012,2019-01-01,45.326114,2.059818,2,"No"
"2469",201905230024,2019-01-01,45.880358,5.308011,0,"Yes"
"2470",201905260017,2019-01-01,45.326114,2.059818,1,"No"
"2471",201905260018,2019-01-01,45.326114,2.059818,1,"No"
"2472",201905270013,2019-01-01,45.326114,2.059818,0,"No"
"2473",201905310021,2019-01-01,45.118061,2.14383,1,"No"
"2474",201905310024,2019-01-01,47.429032,6.774396,1,"No"
"2475",201906030017,2019-01-01,41.844706,3.938715,0,"No"
"2476",201906040019,2019-01-01,45.247823,2.078434,1,"No"
"2477",201906080019,2019-01-01,45.500641,2.777264,1,"No"
"2478",201906100011,2019-01-01,41.01269,3.229352,0,"No"
"2479",201906120010,2019-01-01,40.377973,0.065562,NA,"No"
"2480",201906130008,2019-01-01,40.837401,1.951941,NA,"No"
"2481",201906130009,2019-01-01,40.724044,-1.947489,4,"No"
"2482",201906140001,2019-01-01,47.429032,6.774396,1,"No"
"2483",201906140006,2019-01-01,44.078561,2.798167,1,"No"
"2484",201906150004,2019-01-01,45.326114,2.059818,11,"No"
"2485",201906150005,2019-01-01,45.326114,2.059818,1,"No"
"2486",201906150007,2019-01-01,44.707874,1.854344,1,"No"
"2487",201906170004,2019-01-01,44.897628,2.047631,2,"No"
"2488",201906170007,2019-01-01,40.745383,1.946997,7,"No"
"2489",201906220012,2019-01-01,40.268008,-0.142659,3,"No"
"2490",201906220013,2019-01-01,40.268008,-0.142659,0,"No"
"2491",201906230032,2019-01-01,41.415802,3.382561,NA,"No"
"2492",201906270017,2019-01-01,45.326114,2.059818,1,"No"
"2493",201906300019,2019-01-01,43.524411,4.29829,12,"No"
"2494",201906300020,2019-01-01,44.897628,2.047631,NA,"No"
"2495",201907010033,2019-01-01,47.429032,6.774396,1,"No"
"2496",201907060037,2019-01-01,44.333204,1.610202,3,"No"
"2497",201907060038,2019-01-01,42.598309,1.097117,1,"No"
"2498",201907070037,2019-01-01,42.749721,0.070633,4,"No"
"2499",201907080012,2019-01-01,45.326114,2.059818,3,"Yes"
"2500",201907080013,2019-01-01,40.836711,1.952684,4,"No"
"2501",201907120004,2019-01-01,42.546652,-0.357847,30,"Yes"
"2502",201907140015,2019-01-01,46.389051,5.537022,1,"No"
"2503",201907150008,2019-01-01,41.490562,-1.74527,3,"No"
"2504",201907150009,2019-01-01,40.709184,3.387339,0,"No"
"2505",201907170020,2019-01-01,47.429032,6.774396,1,"No"
"2506",201907200020,2019-01-01,41.537719,-1.683468,2,"No"
"2507",201907220001,2019-01-01,45.326114,2.059818,11,"Yes"
"2508",201907220016,2019-01-01,40.927444,2.809093,0,"No"
"2509",201907230009,2019-01-01,40.263359,-0.395604,NA,"No"
"2510",201907230010,2019-01-01,41.064325,-1.151039,NA,"No"
"2511",201907240001,2019-01-01,45.326114,2.059818,13,"Yes"
"2512",201907310054,2019-01-01,42.527818,-0.354098,1,"No"
"2513",201908070001,2019-01-01,41.080309,-1.060196,0,"No"
"2514",201908110012,2019-01-01,39.480086,-4.469985,2,"No"
"2515",201908140003,2019-01-01,44.83206,1.978939,17,"Yes"
"2516",201908160011,2019-01-01,45.326114,2.059818,4,"No"
"2517",201908200031,2019-01-01,40.99932,3.531596,0,"No"
"2518",201908250015,2019-01-01,45.326114,2.059818,1,"No"
"2519",201909010021,2019-01-01,45.568237,2.781328,3,"No"
"2520",201909010022,2019-01-01,45.329379,2.636255,3,"No"
"2521",201909010023,2019-01-01,45.399376,2.696242,3,"No"
"2522",201909030007,2019-01-01,45.326114,2.059818,1,"No"
"2523",201909040005,2019-01-01,45.326114,2.059818,1,"No"
"2524",201909050029,2019-01-01,44.83206,1.978939,0,"No"
"2525",201909090003,2019-01-01,45.326114,2.059818,1,"No"
"2526",201909090022,2019-01-01,42.218563,3.32728,4,"No"
"2527",201909110020,2019-01-01,45.326114,2.059818,1,"No"
"2528",201909140006,2019-01-01,45.365774,2.40688,6,"No"
"2529",201909140012,2019-01-01,44.529977,1.789637,9,"No"
"2530",201909140013,2019-01-01,44.768691,1.716342,1,"No"
"2531",201909140015,2019-01-01,41.877171,3.926858,1,"No"
"2532",201909140018,2019-01-01,44.768691,1.716342,2,"No"
"2533",201909140022,2019-01-01,41.877171,3.926858,1,"No"
"2534",201909140023,2019-01-01,41.877171,3.926858,1,"No"
"2535",201909150012,2019-01-01,44.692714,1.7046,2,"No"
"2536",201909180001,2019-01-01,45.326114,2.059818,4,"No"
"2537",201909240019,2019-01-01,45.326114,2.059818,1,"No"
"2538",201909250019,2019-01-01,45.326114,2.059818,3,"No"
"2539",201909260013,2019-01-01,45.326114,2.059818,0,"No"
"2540",201909300002,2019-01-01,45.326114,2.059818,1,"Yes"
"2541",201910120007,2019-01-01,40.774429,0.091781,10,"No"
"2542",201910150034,2019-01-01,42.280336,2.349308,0,"No"
"2543",201910160006,2019-01-01,45.326114,2.059818,3,"No"
"2544",201910160030,2019-01-01,47.429032,6.774396,0,"No"
"2545",201910180022,2019-01-01,46.1605,3.6881,3,"No"
"2546",201910230010,2019-01-01,40.789366,2.573465,0,"No"
"2547",201910290009,2019-01-01,40.876377,0.536411,2,"No"
"2548",201911060006,2019-01-01,45.118061,2.14383,1,"No"
"2549",201911130007,2019-01-01,45.415028,2.360511,2,"No"
"2550",201911130008,2019-01-01,45.202402,4.73538,5,"No"
"2551",201911170016,2019-01-01,45.184473,2.089142,NA,"No"
"2552",201911170017,2019-01-01,45.15723,2.099684,5,"No"
"2553",201911180010,2019-01-01,47.436651,6.819203,1,"No"
"2554",201911270023,2019-01-01,45.326114,2.059818,0,"No"
"2555",201912040002,2019-01-01,39.984102,-0.098325,0,"No"
"2556",201912040012,2019-01-01,44.83206,1.978939,1,"No"
"2557",201912040015,2019-01-01,45.326114,2.059818,0,"No"
"2558",201912060001,2019-01-01,40.723947,2.816668,10,"No"
"2559",201912100002,2019-01-01,45.326114,2.059818,10,"No"
"2560",201912100029,2019-01-01,48.112088,6.658522,3,"No"
"2561",201912110014,2019-01-01,41.134153,-2.077655,2,"No"
"2562",201912150014,2019-01-01,47.429032,6.774396,0,"No"
"2563",201912150020,2019-01-01,49.179656,11.274795,1,"No"
"2564",201912170001,2019-01-01,40.949131,1.716722,NA,"No"
"2565",201912170003,2019-01-01,45.383671,2.359127,3,"No"
"2566",201912170007,2019-01-01,40.213333,-0.422222,2,"No"
"2567",201912210001,2019-01-01,47.429032,6.774396,8,"Yes"
"2568",201912220001,2019-01-01,41.454779,3.477484,0,"No"
"2569",201912220021,2019-01-01,46.389051,5.537022,0,"No"
"2570",201912260001,2019-01-01,40.68816,0.245298,0,"No"
"2571",201912270001,2019-01-01,40.593562,2.406428,2,"No"
"2572",201912280001,2019-01-01,45.326114,2.059818,84,"Yes"
"2573",202001020001,2020-01-01,40.331279,-2.325307,3,"No"
"2574",202001020020,2020-01-01,44.745713,1.750393,0,"No"
"2575",202001030011,2020-01-01,40.464614,-2.473331,0,"No"
"2576",202001030016,2020-01-01,45.256805,4.056336,3,"No"
"2577",202001050037,2020-01-01,41.415802,3.382561,NA,"No"
"2578",202001070006,2020-01-01,40.291269,0.102159,6,"No"
"2579",202001080003,2020-01-01,45.326114,2.059818,6,"Yes"
"2580",202001090020,2020-01-01,45.326114,2.059818,1,"No"
"2581",202001100009,2020-01-01,40.823169,3.268117,0,"No"
"2582",202001110008,2020-01-01,45.326114,2.059818,1,"No"
"2583",202001120001,2020-01-01,40.872651,3.89836,0,"No"
"2584",202001130002,2020-01-01,39.854349,-0.714485,3,"No"
"2585",202001130003,2020-01-01,39.854349,-0.714485,0,"No"
"2586",202001130004,2020-01-01,39.854349,-0.714485,0,"No"
"2587",202001180003,2020-01-01,40.482954,-2.216278,0,"No"
"2588",202001180007,2020-01-01,45.118061,2.14383,5,"Yes"
"2589",202001200009,2020-01-01,49.179656,11.274795,0,"No"
"2590",202001240003,2020-01-01,40.24521,2.26582,0,"No"
"2591",202001260015,2020-01-01,42.779627,0.248878,3,"No"
"2592",202001300016,2020-01-01,45.326114,2.059818,0,"No"
"2593",202001300018,2020-01-01,45.326114,2.059818,0,"No"
"2594",202002010004,2020-01-01,45.326114,2.059818,2,"No"
"2595",202002010005,2020-01-01,45.326114,2.059818,3,"No"
"2596",202002030008,2020-01-01,41.877171,3.926858,NA,"No"
"2597",202002030026,2020-01-01,40.379972,1.490545,0,"No"
"2598",202002060008,2020-01-01,45.326114,2.059818,1,"No"
"2599",202002070002,2020-01-01,40.595281,-1.506391,1,"No"
"2600",202002090009,2020-01-01,40.814659,-2.176669,0,"No"
"2601",202002120001,2020-01-01,40.680575,-1.531544,NA,"No"
"2602",202002140020,2020-01-01,49.179656,11.274795,0,"No"
"2603",202002190001,2020-01-01,40.654989,3.858739,3,"No"
"2604",202002200002,2020-01-01,40.7322,-1.3137,0,"No"
"2605",202002260007,2020-01-01,41.001275,3.56911,0,"No"
"2606",202003010013,2020-01-01,45.326114,2.059818,0,"No"
"2607",202003010018,2020-01-01,45.018703,2.398135,1,"No"
"2608",202003060012,2020-01-01,45.326114,2.059818,2,"No"
"2609",202003110007,2020-01-01,41.165311,3.820993,0,"No"
"2610",202003110008,2020-01-01,41.165311,3.820993,1,"No"
"2611",202003110009,2020-01-01,41.165311,3.820993,0,"No"
"2612",202003110010,2020-01-01,41.165311,3.820993,2,"No"
"2613",202003110011,2020-01-01,41.165311,3.820993,0,"No"
"2614",202003130004,2020-01-01,40.430328,-0.014809,1,"No"
"2615",202003150008,2020-01-01,40.799594,-1.250891,3,"No"
"2616",202003150009,2020-01-01,40.799594,-1.250891,2,"No"
"2617",202003160010,2020-01-01,49.179656,11.274795,1,"No"
"2618",202003160011,2020-01-01,49.179656,11.274795,1,"No"
"2619",202003180006,2020-01-01,45.326114,2.059818,NA,"No"
"2620",202003190012,2020-01-01,45.326114,2.059818,0,"No"
"2621",202003190013,2020-01-01,45.326114,2.059818,0,"No"
"2622",202003210006,2020-01-01,40.900641,-2.269557,0,"No"
"2623",202003210014,2020-01-01,42.572021,-0.074476,0,"No"
"2624",202003220017,2020-01-01,45.177226,2.090161,4,"No"
"2625",202003220018,2020-01-01,47.429032,6.774396,1,"No"
"2626",202003250006,2020-01-01,41.586938,-1.637894,5,"No"
"2627",202003250007,2020-01-01,45.326114,2.059818,4,"Yes"
"2628",202003290001,2020-01-01,48.488015,8.403307,2,"Yes"
"2629",202003290009,2020-01-01,49.179656,11.274795,1,"No"
"2630",202003310019,2020-01-01,42.708029,1.226331,6,"No"
"2631",202004010013,2020-01-01,45.326114,2.059818,3,"No"
"2632",202004020028,2020-01-01,43.890526,4.120602,1,"No"
"2633",202004040013,2020-01-01,45.500641,2.777264,1,"No"
"2634",202004080007,2020-01-01,45.326114,2.059818,1,"No"
"2635",202004110003,2020-01-01,47.429032,6.774396,1,"No"
"2636",202004130003,2020-01-01,39.279041,2.256309,4,"No"
"2637",202004150031,2020-01-01,45.326114,2.059818,1,"No"
"2638",202004190009,2020-01-01,45.326114,2.059818,0,"No"
"2639",202004200008,2020-01-01,44.83206,1.978939,2,"No"
"2640",202004200011,2020-01-01,45.326114,2.059818,2,"No"
"2641",202004260007,2020-01-01,45.326114,2.059818,4,"No"
"2642",202004260010,2020-01-01,45.326114,2.059818,1,"No"
"2643",202004280004,2020-01-01,45.326114,2.059818,1,"No"
"2644",202005050013,2020-01-01,45.326114,2.059818,1,"No"
"2645",202005070013,2020-01-01,45.326114,2.059818,0,"No"
"2646",202005070014,2020-01-01,45.118061,2.14383,1,"No"
"2647",202005160022,2020-01-01,40.753256,2.201901,0,"No"
"2648",202005160023,2020-01-01,40.753256,2.201901,0,"No"
"2649",202005160026,2020-01-01,40.791345,2.055771,0,"No"
"2650",202005170011,2020-01-01,47.429032,6.774396,5,"Yes"
"2651",202005180035,2020-01-01,40.041,-0.172,0,"No"
"2652",202005200008,2020-01-01,45.326114,2.059818,1,"No"
"2653",202005230016,2020-01-01,41.189036,3.151177,0,"No"
"2654",202005240007,2020-01-01,43.646581,3.115641,4,"No"
"2655",202005240008,2020-01-01,45.326114,2.059818,0,"No"
"2656",202005270013,2020-01-01,42.970884,2.407457,2,"No"
"2657",202005280013,2020-01-01,45.326114,2.059818,2,"No"
"2658",202005280015,2020-01-01,45.326114,2.059818,2,"No"
"2659",202005310004,2020-01-01,45.176709,2.090204,10,"No"
"2660",202006020024,2020-01-01,42.493771,3.162307,NA,"No"
"2661",202006060020,2020-01-01,45.326114,2.059818,1,"No"
"2662",202006060021,2020-01-01,45.402748,2.085509,1,"No"
"2663",202006060026,2020-01-01,46.389878,5.538489,0,"No"
"2664",202006080016,2020-01-01,44.697998,1.808151,3,"No"
"2665",202006110017,2020-01-01,46.96586,4.37588,NA,"No"
"2666",202006110018,2020-01-01,46.825284,5.185013,NA,"No"
"2667",202006110019,2020-01-01,46.825284,5.185013,NA,"No"
"2668",202006110020,2020-01-01,46.825284,5.185013,NA,"No"
"2669",202006130021,2020-01-01,45.383671,2.359127,0,"No"
"2670",202006140020,2020-01-01,41.079717,3.286656,2,"No"
"2671",202006180010,2020-01-01,45.326114,2.059818,3,"No"
"2672",202006200009,2020-01-01,44.893682,2.619745,2,"No"
"2673",202006200010,2020-01-01,44.893682,2.619745,2,"No"
"2674",202006240024,2020-01-01,40.614374,-1.494616,0,"No"
"2675",202006270022,2020-01-01,40.259076,-0.436149,0,"No"
"2676",202006300015,2020-01-01,45.326114,2.059818,0,"No"
"2677",202007010032,2020-01-01,43.646581,3.115641,1,"No"
"2678",202007040005,2020-01-01,45.326114,2.059818,1,"Yes"
"2679",202007040006,2020-01-01,43.646581,3.115641,5,"No"
"2680",202007040020,2020-01-01,40.234723,-0.424182,0,"No"
"2681",202007050006,2020-01-01,45.354424,2.500968,1,"No"
"2682",202007070010,2020-01-01,40.849057,2.609014,0,"No"
"2683",202007080019,2020-01-01,45.326114,2.059818,2,"No"
"2684",202007090018,2020-01-01,39.78077,-0.610168,0,"No"
"2685",202007090024,2020-01-01,39.781395,-0.608911,0,"No"
"2686",202007130031,2020-01-01,41.848566,3.942254,1,"No"
"2687",202007180036,2020-01-01,45.326114,2.059818,1,"No"
"2688",202007190006,2020-01-01,44.697998,1.808151,0,"No"
"2689",202007200017,2020-01-01,44.078561,2.798167,1,"No"
"2690",202007220016,2020-01-01,40.268008,-0.14266,6,"No"
"2691",202007220028,2020-01-01,40.268008,-0.14266,0,"No"
"2692",202007220030,2020-01-01,40.383818,-0.187144,0,"No"
"2693",202008020016,2020-01-01,44.893682,2.619745,1,"No"
"2694",202008030004,2020-01-01,45.326114,2.059818,3,"Yes"
"2695",202008080012,2020-01-01,42.218563,3.32728,NA,"No"
"2696",202008120008,2020-01-01,47.402695,7.124451,11,"No"
"2697",202008130008,2020-01-01,45.326114,2.059818,0,"No"
"2698",202008130010,2020-01-01,45.326114,2.059818,0,"No"
"2699",202008130011,2020-01-01,45.326114,2.059818,0,"No"
"2700",202008130012,2020-01-01,45.326114,2.059818,0,"No"
"2701",202008130013,2020-01-01,45.326114,2.059818,0,"No"
"2702",202008130014,2020-01-01,45.247823,2.078434,0,"No"
"2703",202008130015,2020-01-01,45.326114,2.059818,0,"No"
"2704",202008130016,2020-01-01,45.326114,2.059818,0,"No"
"2705",202008130017,2020-01-01,45.326114,2.059818,0,"No"
"2706",202008150006,2020-01-01,45.326114,2.059818,0,"No"
"2707",202008160005,2020-01-01,45.326114,2.059818,15,"Yes"
"2708",202008160009,2020-01-01,42.6984,3.8259,0,"No"
"2709",202008160026,2020-01-01,45.0943,2.094331,0,"No"
"2710",202008170007,2020-01-01,43.472128,3.312293,7,"Yes"
"2711",202008170010,2020-01-01,41.877171,3.926858,10,"No"
"2712",202008170027,2020-01-01,45.500641,2.777264,1,"No"
"2713",202008180027,2020-01-01,45.326114,2.059818,0,"No"
"2714",202008210009,2020-01-01,43.472128,3.312293,7,"No"
"2715",202008230013,2020-01-01,43.523325,2.110296,NA,"No"
"2716",202008230025,2020-01-01,45.326114,2.059818,1,"No"
"2717",202009040011,2020-01-01,45.583096,3.889699,0,"No"
"2718",202009040019,2020-01-01,45.565232,3.853247,NA,"No"
"2719",202009080011,2020-01-01,45.383671,2.359127,15,"No"
"2720",202009080012,2020-01-01,43.472128,3.312293,6,"No"
"2721",202009090010,2020-01-01,45.326114,2.059818,4,"Yes"
"2722",202009110016,2020-01-01,42.546652,-0.357847,4,"Yes"
"2723",202009110022,2020-01-01,40.390488,-0.515876,3,"No"
"2724",202009160011,2020-01-01,41.185405,3.155304,0,"No"
