"","X.2","X.1","X","id","year","date_start","conflict_name","dyad_name","longitude","latitude","where_prec","priogrid_gid","country","country_id","deaths_a","deaths_b","deaths_civilians","deaths_unknown","side_a_new_id","side_a","side_a_relevant","side_b_new_id","side_b","side_b_relevant","deaths_battle","deaths_total","event_relevant","event_civilians","event_community","event_rel_out"
"2242",2242,2242,2242,231386,2016,"2016-05-12","Cameroon: Islamic State","Government of Cameroon - IS",14.2056,11.10682,3,145829,"Cameroon",471,0,3,0,0,83,"Government of Cameroon",1,234,"IS",1,3,3,1,0,0,0
"2243",2243,2243,2243,231387,2016,"2016-05-02","Nigeria: Islamic State","Government of Nigeria - IS",14.02693,11.90069,3,146549,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2244",2244,2244,2244,231388,2016,"2016-05-03","Nigeria: Islamic State","Government of Nigeria - IS",12.24678,11.57782,2,146545,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2245",2245,2245,2245,231389,2016,"2016-05-03","Nigeria: Islamic State","Government of Nigeria - IS",13.98946,12.1101,2,147268,"Nigeria",475,1,0,0,0,84,"Government of Nigeria",1,234,"IS",1,1,1,1,0,0,0
"2246",2246,2246,2246,231390,2016,"2016-05-03","Nigeria: Islamic State","Government of Nigeria - IS",13,11.5,4,146547,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2247",2247,2247,2247,231391,2016,"2016-05-03","Nigeria: Islamic State","Government of Nigeria - IS",13.64683,11.01838,2,145828,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2248",2248,2248,2248,231407,2016,"2016-05-04","Nigeria: Islamic State","Government of Nigeria - IS",13.68943,11.38533,1,145828,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2249",2249,2249,2249,231410,2016,"2016-05-05","Nigeria: Islamic State","Government of Nigeria - IS",13.599304,11.102476,2,145828,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2250",2250,2250,2250,231414,2016,"2016-05-02","Cameroon: Islamic State","Government of Cameroon - IS",14.03595,11.21917,1,145829,"Cameroon",471,0,3,0,0,83,"Government of Cameroon",1,234,"IS",1,3,3,1,0,0,0
"2251",2251,2251,2251,231416,2016,"2016-05-07","Cameroon: Islamic State","Government of Cameroon - IS",14.23291,10.98933,1,145109,"Cameroon",471,0,7,0,0,83,"Government of Cameroon",1,234,"IS",1,7,7,1,0,0,0
"2252",2252,2252,2252,231418,2016,"2016-04-28","Nigeria: Islamic State","Government of Nigeria - IS",14.09661,11.52059,3,146549,"Nigeria",475,0,4,0,0,84,"Government of Nigeria",1,234,"IS",1,4,4,1,0,0,0
"2253",2253,2253,2253,231419,2016,"2016-04-29","Nigeria: Islamic State","Government of Nigeria - IS",12.76417,11.09826,3,145826,"Nigeria",475,0,4,0,0,84,"Government of Nigeria",1,234,"IS",1,4,4,1,0,0,0
"2254",2254,2254,2254,231420,2016,"2016-04-30","Nigeria: Islamic State","Government of Nigeria - IS",14.180516,12.337716,1,147269,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2255",2255,2255,2255,231421,2016,"2016-04-29","IS - Yan Gora","IS - Yan Gora",14.10919,11.7078,1,146549,"Nigeria",475,9,0,0,0,234,"IS",1,4000,"Yan Gora",1,9,9,1,0,0,0
"2256",2256,2256,2256,231422,2016,"2016-04-18","Cameroon: Islamic State","Government of Cameroon - IS",14.64306,11.91793,2,146550,"Cameroon",471,3,0,0,0,83,"Government of Cameroon",1,234,"IS",1,3,3,1,0,0,0
"2257",2257,2257,2257,231423,2016,"2016-04-11","Cameroon: Islamic State","Government of Cameroon - IS",14.83333,12.08333,3,147270,"Cameroon",471,0,2,0,0,83,"Government of Cameroon",1,234,"IS",1,2,2,1,0,0,0
"2258",2258,2258,2258,231424,2016,"2016-04-04","IS - Civilians","IS - Civilians",13.79351,10.58221,3,145108,"Cameroon",471,0,0,5,0,234,"IS",1,1,"Civilians",NA,0,5,0,1,0,0
"2259",2259,2259,2259,231425,2016,"2016-04-06","IS - Civilians","IS - Civilians",13.30951,13.69869,2,149427,"Niger",436,0,0,3,0,234,"IS",1,1,"Civilians",NA,0,3,0,1,0,0
"2260",2260,2260,2260,231426,2016,"2016-04-09","IS - Civilians","IS - Civilians",14.83333,12.08333,3,147270,"Cameroon",471,0,0,4,0,234,"IS",1,1,"Civilians",NA,0,4,0,1,0,0
"2261",2261,2261,2261,231435,2016,"2016-03-26","Nigeria: Islamic State","Government of Nigeria - IS",13.416667,11.25,2,145827,"Nigeria",475,0,16,0,0,84,"Government of Nigeria",1,234,"IS",1,16,16,1,0,0,0
"2262",2262,2262,2262,231437,2016,"2016-03-28","IS - Civilians","IS - Civilians",14.2056,11.10682,3,145829,"Cameroon",471,0,0,1,0,234,"IS",1,1,"Civilians",NA,0,1,0,1,0,0
"2263",2263,2263,2263,231438,2016,"2016-03-30","Cameroon: Islamic State","Government of Cameroon - IS",13.90683,10.96598,1,145108,"Cameroon",471,0,1,0,0,83,"Government of Cameroon",1,234,"IS",1,1,1,1,0,0,0
"2264",2264,2264,2264,231440,2016,"2016-03-22","Nigeria: Islamic State","Government of Nigeria - IS",14.45192,12.07872,1,147269,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2265",2265,2265,2265,231442,2016,"2016-03-22","Nigeria: Islamic State","Government of Nigeria - IS",14.477759,12.115443,1,147269,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2266",2266,2266,2266,231443,2016,"2016-03-22","Nigeria: Islamic State","Government of Nigeria - IS",14.43079,2.29671,1,132869,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,1
"2267",2267,2267,2267,231444,2016,"2016-03-22","Nigeria: Islamic State","Government of Nigeria - IS",14.41691,12.30301,1,147269,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2268",2268,2268,2268,231445,2016,"2016-03-22","Nigeria: Islamic State","Government of Nigeria - IS",14.35,12.36667,1,147269,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2269",2269,2269,2269,231446,2016,"2016-03-22","Nigeria: Islamic State","Government of Nigeria - IS",14.47243,12.28295,1,147269,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2270",2270,2270,2270,231447,2016,"2016-03-22","Nigeria: Islamic State","Government of Nigeria - IS",14.48093,12.04639,3,147269,"Nigeria",475,0,10,0,0,84,"Government of Nigeria",1,234,"IS",1,10,10,1,0,0,0
"2271",2271,2271,2271,231449,2016,"2016-03-24","Nigeria: Islamic State","Government of Nigeria - IS",13.8293,12.36532,3,147268,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2272",2272,2272,2272,231451,2016,"2016-03-25","Nigeria: Islamic State","Government of Nigeria - IS",12.80428,11.91161,2,146546,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2273",2273,2273,2273,231453,2016,"2016-03-29","Nigeria: Islamic State","Government of Nigeria - IS",14.43079,2.29671,1,132869,"Nigeria",475,0,5,0,0,84,"Government of Nigeria",1,234,"IS",1,5,5,1,0,0,1
"2274",2274,2274,2274,231456,2016,"2016-03-26","IS - Civilians","IS - Civilians",13.26934,10.68692,2,145107,"Nigeria",475,0,0,4,0,234,"IS",1,1,"Civilians",NA,0,4,0,1,0,0
"2275",2275,2275,2275,231457,2016,"2016-03-25","Cameroon: Islamic State","Government of Cameroon - IS",12,6,6,138625,"Cameroon",471,1,0,0,0,83,"Government of Cameroon",1,234,"IS",1,1,1,1,0,0,0
"2276",2276,2276,2276,231459,2016,"2016-03-14","Nigeria: Islamic State","Government of Nigeria - IS",12.76417,11.09826,3,145826,"Nigeria",475,0,1,0,0,84,"Government of Nigeria",1,234,"IS",1,1,1,1,0,0,0
"2277",2277,2277,2277,231462,2016,"2016-03-14","IS - Civilians","IS - Civilians",13.13072,10.73798,1,145107,"Nigeria",475,0,0,11,0,234,"IS",1,1,"Civilians",NA,0,11,0,1,0,0
"2278",2278,2278,2278,231463,2016,"2016-03-14","Nigeria: Islamic State","Government of Nigeria - IS",13.13072,10.73798,2,145107,"Nigeria",475,0,0,0,4,84,"Government of Nigeria",1,234,"IS",1,0,4,1,0,0,0
"2279",2279,2279,2279,231464,2016,"2016-03-15","Nigeria: Islamic State","Government of Nigeria - IS",12.76417,11.09826,3,145826,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2280",2280,2280,2280,231465,2016,"2016-03-18","IS - Civilians","IS - Civilians",12.76417,11.09826,3,145826,"Nigeria",475,0,0,5,0,234,"IS",1,1,"Civilians",NA,0,5,0,1,0,0
"2281",2281,2281,2281,231466,2016,"2016-03-19","Nigeria: Islamic State","Government of Nigeria - IS",13.00278,11.58605,3,146547,"Nigeria",475,0,1,0,0,84,"Government of Nigeria",1,234,"IS",1,1,1,1,0,0,0
"2282",2282,2282,2282,231469,2016,"2016-03-16","Niger: Islamic State","Government of Niger - IS",13.30951,13.69869,1,149427,"Niger",436,0,1,0,0,75,"Government of Niger",1,234,"IS",1,1,1,1,0,0,0
"2283",2283,2283,2283,231471,2016,"2016-03-16","IS - Civilians","IS - Civilians",14.07535,11.1933,1,145829,"Cameroon",471,0,0,2,0,234,"IS",1,1,"Civilians",NA,0,2,0,1,0,0
"2284",2284,2284,2284,231482,2016,"2016-03-11","Nigeria: Islamic State","Government of Nigeria - IS",13.60899,12.96309,3,147988,"Nigeria",475,0,1,0,0,84,"Government of Nigeria",1,234,"IS",1,1,1,1,0,0,0
"2285",2285,2285,2285,231484,2016,"2016-03-07","IS - Civilians","IS - Civilians",13.98562,11.15567,1,145828,"Cameroon",471,0,0,4,0,234,"IS",1,1,"Civilians",NA,0,4,0,1,0,0
"2286",2286,2286,2286,231485,2016,"2016-03-08","IS - Civilians","IS - Civilians",14.83333,12.08333,3,147270,"Cameroon",471,0,0,1,0,234,"IS",1,1,"Civilians",NA,0,1,0,1,0,0
"2287",2287,2287,2287,231486,2016,"2016-03-03","Nigeria: Islamic State","Government of Nigeria - IS",13.3388,13.6734,1,149427,"Nigeria",475,2,56,0,0,84,"Government of Nigeria",1,234,"IS",1,58,58,1,0,0,0
"2288",2288,2288,2288,231489,2016,"2016-03-04","Nigeria: Islamic State","Government of Nigeria - IS",13.68558,11.5221,1,146548,"Nigeria",475,0,5,0,0,84,"Government of Nigeria",1,234,"IS",1,5,5,1,0,0,0
"2289",2289,2289,2289,231491,2016,"2016-03-05","Nigeria: Islamic State","Government of Nigeria - IS",12.08845,10.81742,3,145105,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2290",2290,2290,2290,231492,2016,"2016-02-28","IS - Civilians","IS - Civilians",14.2056,11.10682,3,145829,"Cameroon",471,0,0,6,0,234,"IS",1,1,"Civilians",NA,0,6,0,1,0,0
"2291",2291,2291,2291,231494,2016,"2016-03-01","Cameroon: Islamic State","Government of Cameroon - IS",12,6,6,138625,"Cameroon",471,0,0,1,0,83,"Government of Cameroon",1,234,"IS",1,0,1,1,0,0,0
"2292",2292,2292,2292,231495,2016,"2016-03-01","Cameroon: Islamic State","Government of Cameroon - IS",13.79351,10.58221,3,145108,"Cameroon",471,1,0,0,0,83,"Government of Cameroon",1,234,"IS",1,1,1,1,0,0,0
"2293",2293,2293,2293,231496,2016,"2016-03-04","Cameroon: Islamic State","Government of Cameroon - IS",13.91423,11.18417,1,145828,"Cameroon",471,0,3,0,0,83,"Government of Cameroon",1,234,"IS",1,3,3,1,0,0,0
"2294",2294,2294,2294,231502,2016,"2016-02-22","IS - Civilians","IS - Civilians",13.91423,11.18417,1,145828,"Cameroon",471,0,0,1,0,234,"IS",1,1,"Civilians",NA,0,1,0,1,0,0
"2295",2295,2295,2295,231503,2016,"2016-02-27","Cameroon: Islamic State","Government of Cameroon - IS",14.83333,12.08333,3,147270,"Cameroon",471,0,0,3,0,83,"Government of Cameroon",1,234,"IS",1,0,3,1,0,0,0
"2296",2296,2296,2296,231507,2016,"2016-01-04","IS - Yan Gora","IS - Yan Gora",13.350111,10.983528,1,145107,"Nigeria",475,0,0,0,10,234,"IS",1,4000,"Yan Gora",1,0,10,1,0,0,0
"2297",2297,2297,2297,231509,2016,"2016-01-04","IS - Civilians","IS - Civilians",13.350111,10.983528,2,145107,"Nigeria",475,0,0,4,0,234,"IS",1,1,"Civilians",NA,0,4,0,1,0,0
"2298",2298,2298,2298,231515,2016,"2016-01-04","IS - Civilians","IS - Civilians",13.298934,10.986887,2,145107,"Nigeria",475,0,0,3,0,234,"IS",1,1,"Civilians",NA,0,3,0,1,0,0
"2299",2299,2299,2299,231516,2016,"2016-01-04","IS - Yan Gora","IS - Yan Gora",13.298934,10.986887,1,145107,"Nigeria",475,0,0,0,9,234,"IS",1,4000,"Yan Gora",1,0,9,1,0,0,0
"2300",2300,2300,2300,231518,2016,"2016-01-03","IS - Civilians","IS - Civilians",13.90683,10.96598,1,145108,"Cameroon",471,0,0,3,0,234,"IS",1,1,"Civilians",NA,0,3,0,1,0,0
"2301",2301,2301,2301,231519,2016,"2016-01-04","Cameroon: Islamic State","Government of Cameroon - IS",14.24963,11.27417,2,145829,"Cameroon",471,0,24,0,0,83,"Government of Cameroon",1,234,"IS",1,24,24,1,0,0,0
"2302",2302,2302,2302,231521,2016,"2016-01-04","IS - Civilians","IS - Civilians",14.65429,12.21979,2,147270,"Cameroon",471,0,0,1,0,234,"IS",1,1,"Civilians",NA,0,1,0,1,0,0
"2303",2303,2303,2303,231526,2016,"2016-02-15","IS - Civilians","IS - Civilians",13.40093,10.838173,1,145107,"Nigeria",475,0,0,6,0,234,"IS",1,1,"Civilians",NA,0,6,0,1,0,0
"2304",2304,2304,2304,231527,2016,"2016-02-15","Nigeria: Islamic State","Government of Nigeria - IS",13.557687,10.874054,2,145108,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2305",2305,2305,2305,231530,2016,"2016-02-16","Nigeria: Islamic State","Government of Nigeria - IS",13,11.5,4,146547,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2306",2306,2306,2306,231534,2016,"2016-02-16","Nigeria: Islamic State","Government of Nigeria - IS",13.416667,11.25,2,145827,"Nigeria",475,0,3,0,0,84,"Government of Nigeria",1,234,"IS",1,3,3,1,0,0,0
"2307",2307,2307,2307,231535,2016,"2016-02-16","Nigeria: Islamic State","Government of Nigeria - IS",14.02693,11.90069,3,146549,"Nigeria",475,0,2,0,0,84,"Government of Nigeria",1,234,"IS",1,2,2,1,0,0,0
"2308",2308,2308,2308,231542,2016,"2016-02-11","Cameroon: Islamic State","Government of Cameroon - IS",13.79351,10.58221,3,145108,"Cameroon",471,0,12,0,0,83,"Government of Cameroon",1,234,"IS",1,12,12,1,0,0,0
"2309",2309,2309,2309,231545,2016,"2016-02-13","IS - Civilians","IS - Civilians",14.83333,12.08333,3,147270,"Cameroon",471,0,0,13,0,234,"IS",1,1,"Civilians",NA,0,13,0,1,0,0
"2310",2310,2310,2310,231549,2016,"2016-02-19","Cameroon: Islamic State","Government of Cameroon - IS",13.85365,11.08919,1,145828,"Cameroon",471,0,12,0,0,83,"Government of Cameroon",1,234,"IS",1,12,12,1,0,0,0
"2311",2311,2311,2311,231551,2016,"2016-02-09","Nigeria: Islamic State","Government of Nigeria - IS",13.70754,12.76429,1,147988,"Nigeria",475,0,5,0,0,84,"Government of Nigeria",1,234,"IS",1,5,5,1,0,0,0
"2312",2312,2312,2312,231552,2016,"2016-02-09","Nigeria: Islamic State","Government of Nigeria - IS",13.70754,12.76429,2,147988,"Nigeria",475,0,1,0,0,84,"Government of Nigeria",1,234,"IS",1,1,1,1,0,0,0
"2313",2313,2313,2313,231553,2016,"2016-02-09","Nigeria: Islamic State","Government of Nigeria - IS",13.3388,13.6734,2,149427,"Nigeria",475,0,25,0,0,84,"Government of Nigeria",1,234,"IS",1,25,25,1,0,0,0
"2314",2314,2314,2314,231554,2016,"2016-02-01","IS - Civilians","IS - Civilians",12.4909,11.8072,2,146545,"Nigeria",475,0,0,6,0,234,"IS",1,1,"Civilians",NA,0,6,0,1,0,0
"2315",2315,2315,2315,231555,2016,"2016-01-30","IS - Civilians","IS - Civilians",13.79351,10.58221,3,145108,"Cameroon",471,0,0,3,0,234,"IS",1,1,"Civilians",NA,0,3,0,1,0,0
"2316",2316,2316,2316,231556,2016,"2016-02-01","Cameroon: Islamic State","Government of Cameroon - IS",14.83333,12.08333,3,147270,"Cameroon",471,0,15,0,0,83,"Government of Cameroon",1,234,"IS",1,15,15,1,0,0,0
"2317",2317,2317,2317,231557,2016,"2016-02-04","IS - Civilians","IS - Civilians",13.91423,11.18417,1,145828,"Cameroon",471,0,0,2,0,234,"IS",1,1,"Civilians",NA,0,2,0,1,0,0
"2318",2318,2318,2318,231558,2016,"2016-02-06","IS - Civilians","IS - Civilians",14.83333,12.08333,3,147270,"Cameroon",471,0,0,5,0,234,"IS",1,1,"Civilians",NA,0,5,0,1,0,0
"2319",2319,2319,2319,231601,2016,"2016-01-27","Nigeria: Islamic State","Government of Nigeria - IS",12.84702,10.86583,1,145106,"Nigeria",475,1,0,0,0,84,"Government of Nigeria",1,234,"IS",1,1,1,1,0,0,0
"2320",2320,2320,2320,231602,2016,"2016-01-30","Nigeria: Islamic State","Government of Nigeria - IS",12.2561,11.7593,2,146545,"Nigeria",475,0,0,0,5,84,"Government of Nigeria",1,234,"IS",1,0,5,1,0,0,0
